fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,Nov,31,UTTAR PRADESH,3139,JHANSI,3217363,242.276473080106,51,664,4360.210092307,11012,0,20096,2995387,928327,63850,26127,1553,385.88594,12003.214011007,58025,77234,116983,185760,2891,171105,262425,31108,7257.1179787,1140723,55,47.25,26.57,100.09,NA
2024-2025,Nov,31,UTTAR PRADESH,3146,BAHRAICH,6187992,239.214140059657,43,315,11883.115543967,37304,10,50095,7316211,1351707,77776,51160,2311,888.09436,30272.621132567,166389,187500,289805,360222,3426,401698,489124,87399,17501.4112286,3478423,67,36.94,15.83,102.19,NA
2024-2025,Nov,31,UTTAR PRADESH,3151,SIDDHARTH NAGAR,6551643,238.681464428789,36,232,11626.1364488,14257,6,22829,6061756,1466152,74796,186,11,879.59281,26974.0172497,168112,182885,272663,321186,1233,376255,438880,37086,14468.2879909,3442381,23,32.1,24.29,99.79,NA
2024-2025,Nov,31,UTTAR PRADESH,3152,MAHARAJGANJ,4470746,241.928236134152,35,513,8127.613687735,28368,0,28838,5089429,1127420,77975,24536,1809,751.42615,21191.805646735,145354,172088,238606,348197,1815,350204,493122,57206,12312.765809,2606416,55,34.21,21.9,100.31,NA
2024-2025,Nov,31,UTTAR PRADESH,3155,DEORIA,3629314,239.748807746127,40,191,3925.339445546,5610,20,22332,2652732,613088,38917,95724,5690,501.72019,10786.952978246,65385,68674,132777,156350,1562,205977,237525,27942,6359.8933427,1095006,23,55.6,21.07,99.98,NA
2024-2025,Nov,31,UTTAR PRADESH,3167,AMROHA,2053223,238.386036272859,36,130,3533.33323323401,10921,0,14316,2387460,599637,42160,1501,74,226.72667,9451.43116483401,65924,77692,109508,152797,1687,146211,198419,25237,5691.3712616,642221,29,63.48,29.74,99.94,NA
2024-2025,Nov,31,UTTAR PRADESH,3169,AURAIYA,1537144,237.89237511889,42,213,2518.35464998,4087,0,14113,2180594,909301,43542,9824,339,346.17709,8051.99859828,51570,56889,80286,101129,1209,128012,154969,18200,5187.4668583,629789,31,58.5,5.07,99.92,NA
2024-2025,Nov,31,UTTAR PRADESH,3177,CHITRAKOOT,1502546,239.344329802163,37,294,2426.420922112,10400,5,14829,1371028,523970,66593,538,31,352.7589,6060.657600112,36729,47861,92566,151659,1013,135293,214950,25229,3281.477778,642883,75,51.06,9.48,100.03,NA
2024-2025,Nov,31,UTTAR PRADESH,3178,AMBEDKAR NAGAR,3296298,242.172588141134,36,154,5203.39636826,32253,2,25324,2737513,962727,82864,6632,475,726.12728,12559.02973106,74918,83156,160332,213866,1282,243175,312553,57577,6629.5060828,1353193,56,42.84,28.48,100.03,NA
2024-2025,Nov,31,UTTAR PRADESH,3181,AMETHI,3657876,241.218335612933,39,153,4274.811167419,19901,0,21940,2458034,697144,62500,93,5,386.43043,10590.470301019,62144,69848,146485,200749,1300,221377,289646,41841,5929.2287036,1023079,58,35.17,25.61,100.26,NA
2024-2025,Nov,31,UTTAR PRADESH,3112,SAHARANPUR,1326841,242.40244904609,27,115,1694.461685801,9875,3,16219,1338072,608711,73209,2892,286,246.63504,5184.616023801,48865,57053,96075,141307,459,162287,223639,26094,3243.519298,527465,28,60.49,11.54,100.8,NA
2024-2025,Nov,31,UTTAR PRADESH,3121,FIROZABAD,3008408,237.616862005776,51,304,4092.722991866,6260,1,14382,3789905,996764,34044,4390,178,257.42987,13355.606195866,74234,76925,110145,126130,1703,152842,172818,20642,9005.453334,1600417,23,56.7,11.45,99.71,NA
2024-2025,Nov,31,UTTAR PRADESH,3127,SHAHJAHANPUR,3344040,239.019001278984,34,885,3287.015657471,18284,3,18169,2801443,783794,75060,758,85,895.91372,10878.910457471,82327,94808,179001,248329,1755,295488,386078,36453,6695.98108,675879,53,53.55,9.14,99.97,NA
2024-2025,Nov,31,UTTAR PRADESH,3128,KHERI,5616362,239.010978532703,36,709,7315.68297890401,25973,0,31258,5016654,1777629,160533,76982,7610,815.98781,20122.024603904,136014,161887,289556,419491,3405,460623,630414,57231,11990.353815,1479175,48,44.66,19.65,100.01,NA
2024-2025,Nov,31,UTTAR PRADESH,3138,JALAUN,5477463,234.327180363014,49,609,8408.522736081,10725,1,19422,5977007,1683439,85964,1023,42,357.87211,22772.146819281,119799,154646,179393,264233,5095,219746,316489,30147,14005.7519732,2265425,42,45.72,37.25,100.56,NA
2024-2025,Nov,31,UTTAR PRADESH,3143,FATEHPUR,3751284,243.325687511785,37,606,4444.35967439,24929,2,21811,2492670,727993,78554,1881,112,843.3009,11352.96698929,66250,71081,164904,206449,419,254666,309602,46740,6065.3064149,1222905,67,33.04,13.75,100.53,NA
2024-2025,Nov,31,UTTAR PRADESH,3147,GONDA,4352330,241.098815551688,39,199,3561.925706232,14122,2,24316,3110942,782948,55736,3454,247,536.83588,11599.205900732,78062,82225,171340,211549,1209,305041,362198,38438,7500.4443145,1356919,44,34.91,30.78,100.4,NA
2024-2025,Nov,31,UTTAR PRADESH,3151,SIDDHARTH NAGAR,6551643,238.489947527746,36,233,11626.1364488,14351,6,22452,6105703,1476057,74867,186,12,879.59281,27067.2171397,168390,183190,272732,321470,1349,376269,439159,36803,14561.4878809,3467967,22,32.27,24.23,99.79,NA
2024-2025,Nov,31,UTTAR PRADESH,3157,AZAMGARH,6250729,238.478958602376,46,454,8139.338706003,45524,27,40513,8234434,2892809,128292,18532,732,1204.52295,28981.254106003,177303,188954,288784,335658,6823,435566,520392,86037,19637.39245,4032095,63,36.41,22.57,100.05,NA
2024-2025,Nov,31,UTTAR PRADESH,3166,HATHRAS,990891,231.243243560784,33,43,1080.478979817,4940,12,7677,824751,270067,24293,659,51,141.23162,3128.891563517,24985,29235,54111,72736,368,78648,101631,12617,1907.1809637,228433,11,59.98,19.42,100.03,NA
2024-2025,Nov,31,UTTAR PRADESH,3167,AMROHA,2053223,238.414613476023,36,130,3533.80523323401,10989,0,14360,2404107,603921,42172,1501,74,226.72667,9492.27431483401,66038,77863,109529,152837,1747,146237,198476,25349,5731.7424116,646452,29,63.27,29.9,99.95,NA
2024-2025,Nov,31,UTTAR PRADESH,3169,AURAIYA,1537144,237.400952369008,42,213,2518.64464998,4116,0,13485,2192669,914173,43588,9865,339,346.17709,8070.23882828,51719,57062,80372,101242,1243,128013,154990,17601,5205.4170883,633210,29,58.54,5.05,99.92,NA
2024-2025,Nov,31,UTTAR PRADESH,3171,CHANDAULI,3594686,239.194658500579,49,204,7468.73974294501,6056,2,21740,4518851,1115300,63427,25985,1095,461.20683,18738.796790545,91857,118388,140103,208890,1842,187546,270571,27796,10808.8502176,1777876,36,50.25,15.32,102.63,NA
2024-2025,Nov,31,UTTAR PRADESH,3176,SHRAVASTI,2012332,241.370132979674,44,226,2017.929592104,6738,1,8369,1902396,511583,33542,10454,1111,280.81672,6890.562067104,42685,50556,81336,115721,1198,119027,161488,15107,4591.815755,809485,41,56.52,14.53,100.86,NA
2024-2025,Nov,31,UTTAR PRADESH,3177,CHITRAKOOT,1502546,239.143426913755,37,295,2426.882682112,10431,5,14426,1382661,528624,66609,559,32,352.7589,6086.184480112,36875,48065,92611,151732,1059,135301,214979,24857,3306.542898,648148,74,51.27,9.46,100.05,NA
2024-2025,Nov,31,UTTAR PRADESH,3117,BULANDSHAHR,387785,235.290713210026,29,69,606.934892781,1306,14,10516,473451,98715,9992,321,44,55.79923,1776.720357381,16202,16935,42982,48337,291,78573,87664,11822,1113.9862346,174838,18,58.95,18.18,100.25,NA
2024-2025,Nov,31,UTTAR PRADESH,3124,BUDAUN,3304753,240.072886145135,40,619,2677.081708272,24905,2,23746,3157880,537238,36561,3577,170,461.68991,10719.985275272,78933,86137,145714,177810,1927,223603,268311,48651,7581.213657,886005,57,44.71,17.03,100.07,NA
2024-2025,Nov,31,UTTAR PRADESH,3125,BAREILLY,2962695,240.952514508216,29,498,4288.781408773,12956,7,29165,2474977,510342,59689,1478,170,766.41185,11018.712573773,82904,98173,182167,261877,485,267570,366134,42121,5963.519315,511904,42,48,13.19,100.88,NA
2024-2025,Nov,31,UTTAR PRADESH,3126,PILIBHIT,2380703,239.087754642811,27,385,3915.086470723,13606,1,18478,1959804,322601,43959,5808,620,540.02352,9140.761369723,71794,86191,152423,233229,767,220408,318966,32084,4685.651379,503356,47,42.83,23.32,100.18,NA
2024-2025,Nov,31,UTTAR PRADESH,3130,HARDOI,5472660,240.880795046327,42,524,8518.526136695,27571,10,40047,6070728,1924443,104338,6007,435,881.27896,24023.022968195,142899,157030,250078,305921,4971,416761,491932,67618,14623.2178715,2124838,48,41.54,22.46,100.86,NA
2024-2025,Nov,31,UTTAR PRADESH,3135,ETAWAH,2430081,242.334490212736,34,220,2233.477785618,4695,2,11610,1307771,452147,39148,1190,140,510.19615,5912.854121618,37909,41356,84940,105249,807,128158,152885,16305,3169.180186,375498,38,54.18,10.81,100.04,NA
2024-2025,Nov,31,UTTAR PRADESH,3137,KANPUR NAGAR,1006672,233.573337964368,34,163,1235.328972738,3334,2,13740,820551,327503,37980,8013,936,93.01239,3244.929723138,23999,26898,63777,89647,488,111285,146669,17074,1916.5883604,221519,32,52.16,11.12,100.87,NA
2024-2025,Nov,31,UTTAR PRADESH,3140,LALITPUR,3217363,236.859038864701,44,240,4787.16510667001,9088,0,20378,3387161,752929,59857,182517,17818,245.73074,13055.69283607,76855,107415,137780,231416,5917,183210,296774,29466,8022.7969894,1415884,59,43.65,22.5,100,NA
2024-2025,Nov,31,UTTAR PRADESH,3142,BANDA,3229023,241.934527395651,40,456,3858.626591785,27223,2,25470,2310823,398169,58281,404,43,260.2359,9709.541195785,57337,71310,140346,226571,946,217906,337278,52693,5590.678704,1210541,82,42.04,5.76,100.68,NA
2024-2025,Nov,31,UTTAR PRADESH,3145,PRAYAGRAJ,4412331,238.148354119405,38,487,5299.596357482,29542,1,32282,4140914,1882506,170261,2025,178,1286.82644,16447.941333982,107958,128253,249850,356022,4603,418241,566758,61824,9861.5185365,1951172,55,43.24,24.08,100.27,NA
2024-2025,Nov,31,UTTAR PRADESH,3152,MAHARAJGANJ,4470746,242.28381084443,34,512,8123.056147735,27960,0,29050,5044525,1115023,77962,24475,1809,751.42615,21096.549706735,145099,171752,238556,348109,1602,350125,492993,57010,12222.067409,2583048,55,33.96,22.08,100.32,NA
2024-2025,Nov,31,UTTAR PRADESH,3166,HATHRAS,990891,231.937919327182,32,43,1080.100769817,4479,12,8029,796055,260236,24262,627,51,141.23162,3067.685793517,24674,28851,54026,72611,314,78567,101511,12508,1846.3534037,221435,11,60.43,18.47,100.05,NA
2024-2025,Nov,31,UTTAR PRADESH,3168,KANNAUJ,1808921,240.731704218903,37,275,2907.18609598,6466,5,13774,1924031,559031,41107,393,10,329.0988,7868.03751198,50978,57760,93675,119721,881,134625,166016,20240,4631.752616,611115,35,59.54,21.74,100.45,NA
2024-2025,Nov,31,UTTAR PRADESH,3171,CHANDAULI,3594686,239.788565126693,48,202,7449.40804294501,5801,2,22888,4456721,1102297,63391,25599,1095,461.20683,18597.322210545,91268,117634,139774,208465,1722,187189,270119,28689,10686.7073376,1755597,39,50.27,15.43,102.62,NA
2024-2025,Nov,31,UTTAR PRADESH,3173,SANT RAVIDAS NAGAR,1386158,240.970971470202,37,75,1833.590267045,7489,0,11953,1254583,467949,38636,4763,323,256.85257,5113.623680045,33218,38753,70817,96615,1024,107537,141144,19442,3023.180843,678452,61,41.63,31.57,100.26,NA
2024-2025,Nov,31,UTTAR PRADESH,3175,BALRAMPUR,2701082,240.920656875768,32,103,5257.285119307,10010,0,18019,2213280,573786,40125,50131,3055,597.09878,11186.632613807,67749,72947,131433,157394,474,176892,207316,28029,5332.2487145,964530,35,47.59,25.76,103.94,NA
2024-2025,Nov,31,UTTAR PRADESH,3181,AMETHI,3657876,241.315107723504,39,153,4274.414287419,19568,0,22203,2427279,688175,62482,93,5,386.43043,10518.235651019,61822,69448,146422,200664,1192,221235,289488,41771,5857.3909336,1011042,58,34.81,25.82,100.27,NA
2024-2025,Nov,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,1352554,236.153119992908,38,20,698.42265525,2729,11,7612,609136,168379,12405,973,83,57.96446,2194.88078425,15990,17540,37008,43172,255,77342,87686,10341,1438.493669,224825,14,54.75,17.38,100.04,NA
2024-2025,Nov,31,UTTAR PRADESH,3118,ALIGARH,2035245,238.39861019306,33,188,3859.718982008,8529,2,17885,2158861,507380,40235,3054,222,213.72645,9220.140052008,64161,71007,130624,161739,1183,190011,230218,26414,5146.69462,612542,22,68.07,13.18,100.06,NA
2024-2025,Nov,31,UTTAR PRADESH,3119,MATHURA,1894070,237.590085115073,45,89,3160.448076099,8394,6,12992,2561121,679005,40123,5500,264,196.82031,9442.237949899,56102,68687,98410,132440,2615,138195,184663,21386,6084.9695638,1040626,18,61.2,9.63,100.03,NA
2024-2025,Nov,31,UTTAR PRADESH,3120,AGRA,2352281,237.622604874287,43,216,4188.599236607,9539,0,16561,3309653,946659,53551,13418,779,460.3509,12513.433807507,76170,94375,125413,175968,2154,175147,237300,26100,7864.4836709,1319285,41,60.18,14.55,100.47,NA
2024-2025,Nov,31,UTTAR PRADESH,3127,SHAHJAHANPUR,3344040,238.601010312698,33,884,3283.698507471,18004,3,19928,2743705,767889,74991,729,85,895.91372,10726.120077471,81504,93792,178743,247968,1652,295296,385782,37932,6546.50785,664141,55,53.21,9.27,99.98,NA
2024-2025,Nov,31,UTTAR PRADESH,3132,LUCKNOW,1388037,239.16683849276,31,117,1496.884350747,4115,4,11302,646002,414652,59884,1895,261,316.75313,3358.660040747,20309,22896,63866,92530,497,128051,189250,15417,1545.02256,194818,20,50.19,11.08,100.83,NA
2024-2025,Nov,31,UTTAR PRADESH,3134,FARRUKHABAD,1630752,238.298258399185,40,71,1747.907711638,6005,16,14379,1498449,343547,24633,54,5,240.43817,5559.123751638,37076,39057,78391,96963,896,110803,133052,20384,3570.77787,363281,32,65.34,17.3,100.04,NA
2024-2025,Nov,31,UTTAR PRADESH,3138,JALAUN,5477463,235.44857725124,49,606,8404.014636081,10552,1,20638,5879239,1660409,85922,1010,42,357.87211,22604.471324781,119193,153802,179218,264009,4743,219553,316220,31190,13842.5845787,2228720,44,45.32,37.46,100.58,NA
2024-2025,Nov,31,UTTAR PRADESH,3148,BARABANKI,4704965,241.619425406642,41,373,6442.62713201,13502,2,26692,4511521,1884904,133085,2040,91,587.50485,17930.84309931,109535,127037,221431,300004,2683,357362,465443,40194,10900.7111173,1516669,36,35.95,29.72,99.9,NA
2024-2025,Nov,31,UTTAR PRADESH,3160,GHAZIPUR,4279961,237.856672034578,38,704,7770.827685622,28090,1,30007,6307854,1393417,100234,56787,3609,897.43976,23671.919046822,162330,187083,292373,387106,1374,424578,546931,58097,15003.6516012,2913831,55,46.36,19.99,100.07,NA
2024-2025,Nov,31,UTTAR PRADESH,3162,MIRZAPUR,3914933,238.068738106378,39,457,3723.652000925,11558,0,23859,3045645,1272670,110237,37306,2857,583.97326,11558.353879625,77347,96294,166115,250681,2196,266008,382208,35417,7250.7286187,1534962,48,45.69,27.26,100.59,NA
2024-2025,Nov,31,UTTAR PRADESH,3163,SONBHADRA,3064319,234.445996858318,37,523,4004.137615356,19789,2,21743,2892718,855341,84799,866699,83942,395.71537,11181.714536756,77394,98945,180634,279058,2654,262408,392453,41532,6781.8615514,1533098,66,51.74,21.25,100.71,NA
2024-2025,Nov,31,UTTAR PRADESH,3167,AMROHA,2053223,238.850951616289,36,129,3533.20003323401,10812,0,14396,2377019,596682,42158,1501,74,226.72667,9437.45920483401,65841,77571,109485,152768,1649,146193,198398,25208,5677.5325016,639826,29,63.67,29.53,99.96,NA
2024-2025,Nov,31,UTTAR PRADESH,3178,AMBEDKAR NAGAR,3296298,242.496088705048,36,151,5202.50276826,32173,2,25362,2726519,958082,82836,6631,475,726.12728,12540.33198106,74799,83023,160278,213787,1269,243169,312524,57535,6611.7019328,1347866,56,42.81,28.53,100.04,NA
2024-2025,Nov,31,UTTAR PRADESH,3179,MAHOBA,888025,238.311598303217,46,56,1696.387355285,4001,1,8939,1067432,242802,26594,1236,96,124.18951,4364.391125285,22861,31389,51254,92722,1492,81296,139703,12940,2543.81426,390722,56,39.54,35.21,100.28,NA
2024-2025,Nov,31,UTTAR PRADESH,3181,AMETHI,3657876,241.620808136022,39,153,4274.671667419,19840,0,21974,2447781,694371,62493,93,5,386.43043,10575.450331019,62005,69681,146472,200732,1278,221352,289616,41814,5914.3482336,1019578,58,35.05,25.69,100.27,NA
2024-2025,Nov,31,UTTAR PRADESH,3182,HAPUR,100280,236.658281726892,34,30,35.891161035,725,0,1254,169391,88014,4624,49,6,0,436.768991035,4858,5225,9059,10240,48,16158,18244,1979,400.87783,71285,11,75.88,9.68,99.95,NA
2024-2025,Nov,31,UTTAR PRADESH,3109,BIJNOR,4048805,234.844017489527,26,238,4217.299888451,7257,5,20659,3051998,1138276,119006,25697,1039,526.39802,11911.132625351,114003,137232,194239,278808,814,258234,356714,27916,7167.4347169,972177,23,51.16,11.17,100.25,NA
2024-2025,Nov,31,UTTAR PRADESH,3110,MORADABAD,2232663,241.481660227061,39,247,2430.780414748,5682,4,17398,2560457,484160,34243,1832,122,572.65678,9186.471267748,64285,75285,117543,159385,1342,180796,248398,23080,6183.034073,784027,26,72.23,10.8,101.63,NA
2024-2025,Nov,31,UTTAR PRADESH,3111,RAMPUR,2863254,237.082701973188,44,202,4892.563311179,5182,4,16167,3190572,636221,35232,1436,59,451.21547,12908.073087179,70942,81078,116234,145451,2343,162796,197879,21349,7564.294306,876273,24,62.11,15.11,100.49,NA
2024-2025,Nov,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,1352554,235.500689685397,38,20,699.12925525,2759,11,7604,616078,169593,12409,979,83,57.96446,2207.96165425,16080,17637,37045,43213,265,77349,87698,10363,1450.867939,227394,14,54.95,17.27,100.02,NA
2024-2025,Nov,31,UTTAR PRADESH,3120,AGRA,2352281,237.902181539817,43,216,4189.41698660701,9644,0,16513,3330487,951916,53573,13556,779,460.3509,12573.069115507,76283,94519,125479,176066,2232,175228,237407,26157,7923.3012289,1326860,41,60.2,14.56,100.45,NA
2024-2025,Nov,31,UTTAR PRADESH,3140,LALITPUR,3217363,236.878271813856,44,247,4804.18805667001,9325,0,20348,3440428,765031,59957,184217,17835,245.73074,13199.54518607,77662,108618,138013,231821,6258,183358,297027,29673,8149.6263894,1437881,59,43.97,22.33,99.99,NA
2024-2025,Nov,31,UTTAR PRADESH,3143,FATEHPUR,3751284,243.575396822957,37,602,4443.45292439,24862,2,24164,2472425,721872,78529,1881,112,843.3009,11308.97282929,66047,70860,164792,206326,401,254591,309520,49026,6022.2190049,1212113,68,32.87,13.8,100.52,NA
2024-2025,Nov,31,UTTAR PRADESH,3150,SULTANPUR,4679748,238.608319284605,44,497,10269.006915208,28126,2,30977,5036992,1169739,69239,11396,501,607.09166,22894.780528908,113798,120832,211938,247404,2226,297103,341871,59103,12018.6819537,2522259,64,29.21,18.1,100.13,NA
2024-2025,Nov,31,UTTAR PRADESH,3157,AZAMGARH,6250729,238.470096947852,46,456,8135.734406003,45308,27,42016,8203895,2882625,128138,18495,731,1204.52295,28904.093716003,177076,188710,288657,335319,6762,435503,520080,87324,19563.83636,4018506,63,36.32,22.61,100.05,NA
2024-2025,Nov,31,UTTAR PRADESH,3161,VARANASI,1270296,239.959453201717,31,187,3280.874626463,9529,0,13767,1300443,461046,49452,8469,929,123.9638,6525.374338463,41611,50334,87116,134360,1113,144480,207541,23296,3120.535912,654933,51,38.65,13.53,100.34,NA
2024-2025,Nov,31,UTTAR PRADESH,3172,KUSHI NAGAR,3841443,243.202927938387,35,455,6881.571012202,15987,2,32010,3251537,770998,72832,20852,1878,664.19266,15453.596859202,92657,108851,198187,273399,1302,353921,474402,47997,7907.833187,1367175,45,44.2,12.91,102.33,NA
2024-2025,Nov,31,UTTAR PRADESH,3177,CHITRAKOOT,1502546,239.314223158765,37,295,2426.420922112,10405,5,14844,1374322,525282,66603,559,32,352.7589,6068.127840112,36779,47929,92587,151688,1025,135295,214953,25249,3288.948018,644410,75,51.12,9.47,100.03,NA
2024-2025,Nov,31,UTTAR PRADESH,3181,AMETHI,3657876,241.388369880109,39,153,4274.811167419,19988,0,21882,2465653,699066,62501,93,5,386.43043,10613.041181019,62226,69944,146495,200766,1308,221390,289667,41870,5951.7995836,1025529,58,35.18,25.53,100.26,NA
2024-2025,Nov,31,UTTAR PRADESH,3182,HAPUR,100280,236.926300417652,35,30,35.933161035,736,0,1252,171195,89121,4630,60,6,0,441.539141035,4860,5228,9061,10250,74,16158,18257,1988,405.60598,72121,11,75.88,9.65,99.96,NA
2024-2025,Nov,31,UTTAR PRADESH,3112,SAHARANPUR,1326841,240.967751126728,26,113,1689.456005801,9720,3,16528,1289797,587871,73099,2708,284,246.63504,5044.085870801,48086,56055,95765,140841,411,162132,223419,26248,3107.994825,507110,29,60.22,11.73,100.69,NA
2024-2025,Nov,31,UTTAR PRADESH,3131,UNNAO,2955892,239.766340888715,39,259,3882.657011475,12669,1,21006,2354569,834978,70066,3992,350,293.95613,9822.077076475,59328,64952,142471,183666,1823,245059,300358,33675,5645.463935,795597,42,53.87,16.87,101.17,NA
2024-2025,Nov,31,UTTAR PRADESH,3135,ETAWAH,2430081,242.260995639868,34,220,2233.477785618,4695,2,11606,1307300,452057,39143,1190,140,510.19615,5910.751931618,37907,41354,84935,105244,807,128156,152884,16301,3167.077996,375389,38,54.19,10.81,100.04,NA
2024-2025,Oct,31,UTTAR PRADESH,3115,MEERUT,575244,239.116795612238,36,46,346.620937385,2309,22,6075,429923,195203,12548,3937,145,0.57085,1375.209888585,11731,12711,24171,28444,80,47010,54317,8384,1028.0181012,166294,20,54.59,23.6,119.32,NA
2024-2025,Oct,31,UTTAR PRADESH,3120,AGRA,2170538,239.012867879972,37,203,2365.06129559,8139,0,16863,2690667,775118,53059,10200,768,460.3509,9256.45255739,71747,88513,123959,173844,990,174215,235866,25002,6431.0403618,1078078,41,63,12.03,100.4,NA
2024-2025,Oct,31,UTTAR PRADESH,3125,BAREILLY,2733792,242.46934680065,27,572,3207.216417126,10775,7,29734,2183162,449516,59345,1191,168,766.41185,9267.126908126,78058,92150,180823,259794,269,266726,364587,40509,5293.498641,453023,42,49.96,15.06,100.77,NA
2024-2025,Oct,31,UTTAR PRADESH,3140,LALITPUR,2968782,237.471659479047,41,208,2764.402434563,7077,0,21493,3071717,685637,59560,165003,17779,245.73074,10304.590508963,73723,102834,136803,229860,3917,182335,295313,28570,7294.4573344,1292644,59,42.95,24.2,100,NA
2024-2025,Oct,31,UTTAR PRADESH,3142,BANDA,2979542,241.355082061228,36,432,2366.38696066,23781,2,27377,1991318,328917,57979,366,43,260.2359,7432.77005366,54046,66870,139217,225012,442,216777,335807,51158,4806.147193,1054264,82,40.53,6.19,100.52,NA
2024-2025,Oct,31,UTTAR PRADESH,3143,FATEHPUR,3461451,244.40231418232,33,561,2681.052739534,20510,2,26604,1994307,583891,77855,1393,110,843.3009,8398.486099434,59774,63965,162503,203812,159,253395,308209,47114,4874.1324599,981715,68,29.31,17.05,100.53,NA
