fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,Dec,31,UTTAR PRADESH,3150,SULTANPUR,4970783,237.351056308037,46,518,10367.091935208,30737,2,21298,5457054,1264240,69612,12292,511,607.09166,23926.558907508,118053,125415,213765,249395,3594,298535,343478,52035,12952.3753123,2730553,58,30.47,17.29,100.12,NA
2024-2025,Dec,31,UTTAR PRADESH,3162,MIRZAPUR,4158403,238.118416195773,40,460,3731.659020925,12633,0,21952,3228966,1341919,110832,39850,2870,583.97326,12004.394979625,79226,98730,166927,251741,2888,266210,382519,34585,7688.7626987,1627006,46,45.91,26.83,100.58,NA
2024-2025,Dec,31,UTTAR PRADESH,3167,AMROHA,2180913,237.819595955194,38,131,3561.25639323401,12870,0,14336,2569814,647721,42253,1588,73,226.72667,9899.50433483401,67291,79520,109838,153236,2401,146240,198538,27206,6111.5212716,691359,28,61.23,31.26,99.94,NA
2024-2025,Dec,31,UTTAR PRADESH,3171,CHANDAULI,3818241,239.244377495209,50,205,7553.69073294501,7015,2,17521,4768389,1174951,63564,27415,1099,461.20683,19423.000142545,93771,120843,140989,210024,2534,188259,271446,24536,11408.1025796,1871208,26,50.5,14.92,102.54,NA
2024-2025,Dec,31,UTTAR PRADESH,3172,KUSHI NAGAR,4080343,241.432169737891,38,483,6917.256382202,17033,2,24884,3732225,878893,73138,24089,1892,664.19266,16592.240839202,97963,115472,199396,275085,1964,354882,475694,41917,9010.791797,1563184,34,47.06,11.91,102.05,NA
2024-2025,Dec,31,UTTAR PRADESH,3173,SANT RAVIDAS NAGAR,1472363,240.420275425539,40,76,1897.840487045,7899,0,10189,1381426,516136,38945,5298,322,256.85257,5475.921251045,34450,40293,71275,97262,1543,108173,141970,18088,3321.228194,742333,57,42.61,31.16,100.22,NA
2024-2025,March,31,UTTAR PRADESH,3111,RAMPUR,3325483,237.779234683038,55,238,4895.951924379,8720,0,12883,4551735,906027,37462,1992,69,697.3943,16416.426872179,81963,95299,121315,156538,7339,169593,213456,21603,10823.0806478,1255292,17,63.58,12.36,100.74,NA
2024-2025,March,31,UTTAR PRADESH,3112,SAHARANPUR,1541039,241.479183057855,34,133,1742.059385801,16567,3,11946,1859434,819021,74275,3670,294,342.39971,6574.605128501,54516,64566,97947,144350,1558,163327,225683,28513,4490.1460327,754263,29,59.81,9.94,100.79,NA
2024-2025,March,31,UTTAR PRADESH,3116,GHAZIABAD,0,233.156756756757,18,0,0.1,8,143,18,185,51,17,0,0,0,0.53134,10,12,30,50,0,13065,19271,26,0.43134,53,30,50.55,0,100,NA
2024-2025,March,31,UTTAR PRADESH,3117,BULANDSHAHR,450386,234.341592749164,39,76,628.749192781,1908,12,9964,775414,159990,11404,385,46,86.06081,2531.927520781,19504,20825,44556,55021,1112,81426,99647,11872,1817.117518,292178,14,60.45,14.11,100.26,NA
2024-2025,March,31,UTTAR PRADESH,3118,ALIGARH,2363805,237.869438888161,40,356,3927.727215808,13368,2,16168,2971511,696886,42383,4251,232,306.48032,11302.524078008,72607,81777,133674,170829,4095,195485,245513,29536,7068.31654219999,866100,22,69.58,11.8,100.05,NA
2024-2025,March,31,UTTAR PRADESH,3119,MATHURA,2199839,238.367403396011,53,93,3211.114206099,10143,1,12486,3221839,859189,40992,6551,266,299.4497,11190.377871999,60624,74114,100890,135371,6262,140810,187896,22629,7679.81396590001,1314836,15,61.18,10.22,100.08,NA
2024-2025,March,31,UTTAR PRADESH,3126,PILIBHIT,2765032,238.426932505267,34,631,3996.046950723,19908,1,15819,3100716,511829,45558,10294,637,885.99967,12274.988665223,88608,107994,157869,242942,2766,232636,339895,35727,7392.94204450001,763486,42,47.67,18.32,100.26,NA
2024-2025,March,31,UTTAR PRADESH,3128,KHERI,6523039,238.44392330031,46,817,7459.59238890401,36143,0,29341,7298126,2611960,166215,103356,7759,1231.2699,26092.800250704,156290,189100,297481,435680,9709,474696,658196,65484,17401.9379618,2131649,47,43.09,14.61,100.05,NA
2024-2025,March,31,UTTAR PRADESH,3133,RAE BARELI,4088698,232.270392201459,40,289,5103.062078568,14119,1,22318,3477779,1846945,149736,1993,198,1058.42501,14239.338011768,84991,99596,192004,296752,5540,301100,434071,36437,8077.85092319999,1550376,22,38.42,24.26,100.22,NA
2024-2025,March,31,UTTAR PRADESH,3143,FATEHPUR,4356872,241.290129130543,46,635,4491.72300439,28828,2,16834,3816448,1219801,80427,3234,125,1202.34217,14902.77748179,81307,88205,168800,211355,3338,260348,316596,45662,9208.71230740001,1800447,63,40.84,14.73,100.54,NA
2024-2025,March,31,UTTAR PRADESH,3154,GORAKHPUR,5823448,242.393060568092,55,211,7144.839437089,33351,1,22645,7416793,2531501,93053,9867,331,1379.05074,26501.681725789,132475,143421,210577,266219,15166,339446,414982,55996,17977.7915487,3644820,34,47.29,20.9,100.3,NA
2024-2025,March,31,UTTAR PRADESH,3159,BALLIA,4372074,237.638411498363,45,271,3981.950414866,19349,3,18634,3735558,778420,48550,131226,7918,1231.53879,14090.609896666,81439,90080,167112,209036,3290,291639,349939,37983,8877.12069180001,1686716,42,55.13,13.37,100.29,NA
2024-2025,March,31,UTTAR PRADESH,3167,AMROHA,2384685,238.229979355763,45,125,3588.82943323401,21355,0,14614,3290991,803299,42682,1975,80,493.10322,11922.059833134,72469,86466,111369,155644,5141,147708,201052,35969,7840.12717990002,883206,27,51.51,34.54,100.37,NA
2024-2025,March,31,UTTAR PRADESH,3168,KANNAUJ,2100944,239.692316645614,46,327,2948.84673598,9575,5,12247,2709098,769496,42273,1050,19,502.21486,9944.56135238,58431,66621,97365,124728,3111,137935,171332,21822,6493.4997564,900584,35,58.33,17.75,100.81,NA
2024-2025,March,31,UTTAR PRADESH,3170,KAUSHAMBI,1828534,239.579641635978,43,211,2738.913125402,11797,3,11634,1883448,772787,57674,1336,74,469.70227,7720.973364202,43548,50844,89463,123806,2617,138715,183986,23431,4512.3579688,956620,61,37.94,29.11,101.17,NA
2024-2025,March,31,UTTAR PRADESH,3172,KUSHI NAGAR,4461586,240.565135749003,47,668,6951.246652202,25904,2,23453,5495068,1294251,75006,37151,1965,945.1835,21115.647945902,115281,136990,205031,283891,6806,367004,492818,49357,13219.2177937,2286457,33,53.89,9.32,101.59,NA
2024-2025,March,31,UTTAR PRADESH,3176,SHRAVASTI,2337193,239.61848271234,56,248,2050.445212104,9603,0,10081,2968389,770254,34556,23216,1163,350.68671,9513.940604904,52207,62627,85072,121103,4659,122282,166604,19684,7112.8086828,1265695,38,61.06,10.19,101.25,NA
2024-2025,March,31,UTTAR PRADESH,3180,KASHGANJ,2203769,237.077699358661,38,408,2772.012497207,6829,0,7809,2074565,443096,28598,2034,95,375.73879,8066.082260907,53247,61420,88955,124985,941,113806,154871,14638,4918.3309737,538167,18,61.36,8.6,100.54,NA
2024-2025,March,31,UTTAR PRADESH,3181,AMETHI,4248385,239.456388946226,49,195,4341.059177419,28650,0,16236,3701288,1055432,63464,486,12,653.95869,13857.988456719,74880,85079,149671,204971,4388,226692,296546,44886,8862.97058930001,1506182,54,40.75,22.88,100.33,NA
2024-2025,March,31,UTTAR PRADESH,3183,SHAMLI,266793,237.771035415054,49,66,257.68336315,2016,0,4357,456049,67138,4126,567,56,8.32278,1350.35857245,9273,10776,19536,24800,387,46100,55125,6373,1084.3524293,148202,14,46.8,14.53,99.95,NA
2024-2025,Feb,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,1542439,235.26615158196,47,52,721.97318525,4346,11,6654,862253,229973,13071,1272,86,63.29441,2813.85704525,18129,20180,38022,46204,852,78231,91335,11000,2028.58945,327061,13,60.45,14.26,100.09,NA
2024-2025,Feb,31,UTTAR PRADESH,3116,GHAZIABAD,0,233.156756756757,18,0,0.1,8,143,17,185,51,17,0,0,0,0.53134,10,12,30,50,0,13479,20052,25,0.43134,53,28,50.55,0,100,NA
2024-2025,Feb,31,UTTAR PRADESH,3119,MATHURA,2159980,237.43198145875,52,95,3211.114206099,9809,1,12508,3149518,838622,40949,6479,264,299.4497,10988.526899899,60496,73909,100750,135210,5640,140516,187500,22317,7477.9629938,1284610,15,61.23,10.27,100.09,NA
2024-2025,Feb,31,UTTAR PRADESH,3131,UNNAO,3370866,238.586004765789,48,285,4070.019165675,14627,1,21899,3442872,1222767,72316,5324,361,587.21117,12871.441089675,70296,77586,146275,190342,5085,252827,315017,36526,8214.210754,1175828,41,55.75,13.96,100.86,NA
2024-2025,Feb,31,UTTAR PRADESH,3160,GHAZIPUR,4880827,238.189837916765,44,773,7940.300555622,34640,1,22657,7948447,1780815,102172,73956,3691,1414.60935,28287.302931822,178229,206016,298846,395472,6110,432917,558347,57297,18932.3930262,3662078,50,48.8,17.54,100.07,NA
2024-2025,Feb,31,UTTAR PRADESH,3161,VARANASI,1448637,239.408287418371,36,261,3319.800806463,11453,0,12374,1667757,598366,50300,11132,947,287.99006,7600.539338463,45516,55395,88647,136841,2431,151550,216338,23827,3992.748472,855932,45,39.11,13.39,100.32,NA
2024-2025,Feb,31,UTTAR PRADESH,3163,SONBHADRA,3494520,234.488603771195,43,591,4155.385195356,26929,2,16682,4073616,1164007,86763,1301490,86378,671.60711,14379.157586756,94414,122094,185458,286700,6570,266584,399683,43611,9552.1652814,2202648,64,51.18,22.68,100.51,NA
2024-2025,Feb,31,UTTAR PRADESH,3166,HATHRAS,1130003,231.349614810685,38,58,1090.443939817,7908,12,6247,1086972,351275,24609,784,54,227.62072,3832.770194917,27966,32895,55082,74126,1396,79697,103131,14155,2514.7055351,295437,10,54.85,26.47,100.06,NA
2024-2025,Feb,31,UTTAR PRADESH,3174,SANT KABEER NAGAR,5208884,240.866033200995,49,314,8382.571929155,34825,4,22826,5866511,1896174,78386,5109,196,1134.40822,23647.412482155,118337,128931,189482,232076,7563,246690,297526,57651,14130.432333,3249967,56,43.68,17.79,99.85,NA
2024-2025,Feb,31,UTTAR PRADESH,3175,BALRAMPUR,3080289,235.075132878234,48,182,5358.196099307,14850,0,18674,4087163,1047173,41604,82700,3414,988.51353,15954.613482507,84606,92099,135467,164422,3755,180920,215293,33524,9607.9038532,1746454,31,55,18.77,102.15,NA
2024-2025,Feb,31,UTTAR PRADESH,3178,AMBEDKAR NAGAR,3759067,239.557829752027,43,245,5226.47197826,38128,2,20049,3661001,1300190,84034,8908,477,1146.59347,15143.27999106,84285,94096,163026,217339,3689,248443,319045,58177,8770.2145428,1795779,52,46.11,25.64,100.04,NA
2024-2025,Feb,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,1542439,235.507997323033,47,52,721.97318525,4607,11,6477,863664,230215,13121,1272,86,63.29441,2819.26538525,18138,20191,38019,46378,854,78297,91795,11084,2033.99779,327483,13,60.51,14.23,100.09,NA
2024-2025,Feb,31,UTTAR PRADESH,3118,ALIGARH,2320974,238.009286690634,39,356,3927.727215808,11862,2,16548,2836371,662949,42011,4133,232,306.48032,10985.033920808,71158,79815,133023,169372,3485,194285,242768,28410,6750.826385,819697,22,71.11,11.91,100.07,NA
2024-2025,Feb,31,UTTAR PRADESH,3119,MATHURA,2159980,237.937891035358,52,95,3211.114206099,9850,1,12551,3153500,839925,40957,6491,264,299.4497,11013.935299899,60509,73917,100775,135240,5648,140577,187586,22401,7503.3713938,1286308,15,61.2,10.27,100.09,NA
2024-2025,Feb,31,UTTAR PRADESH,3124,BUDAUN,3768709,239.54171318723,45,581,2715.366818272,28518,2,19646,4047135,704134,37550,4240,177,894.14301,13304.086342272,88253,96563,149420,183419,5455,227873,275048,48164,9694.576514,1064788,53,48.69,14.34,100.13,NA
2024-2025,Feb,31,UTTAR PRADESH,3126,PILIBHIT,2714932,238.437307155606,34,623,3996.046950723,18375,1,16421,2979021,490063,45338,9944,632,885.99967,11985.144072723,87299,106336,157319,241625,2534,228501,332840,34796,7103.097452,730977,42,49.29,18.9,100.23,NA
2024-2025,Feb,31,UTTAR PRADESH,3130,HARDOI,6240971,240.360587723928,51,755,8590.409000895,41333,10,34541,8330629,2658401,116354,8347,488,1387.69041,30001.648236395,160944,178745,258256,340766,15484,426134,541690,75874,20023.5488255,2933783,42,46.43,19.78,100.78,NA
2024-2025,Feb,31,UTTAR PRADESH,3135,ETAWAH,2771242,240.477851538145,43,264,2257.970125618,5808,2,11720,2025719,699215,40247,1985,147,777.56413,7906.939785018,46124,50739,87505,108976,2947,132895,159461,17528,4871.4055294,593519,34,60.13,8.61,100.04,NA
2024-2025,Feb,31,UTTAR PRADESH,3163,SONBHADRA,3494520,234.426953895647,43,591,4155.385195356,27656,2,16431,4090720,1171643,86829,1304495,86430,671.60711,14416.742593756,94599,122350,185555,286892,6615,267330,401027,44087,9589.7502884,2212273,64,51.09,22.71,100.51,NA
2024-2025,Feb,31,UTTAR PRADESH,3170,KAUSHAMBI,1795402,239.427089169308,42,211,2738.913125402,11633,3,11588,1788833,735994,57441,1209,73,469.70227,7491.566177402,42503,49542,89039,123242,2413,137987,183021,23221,4282.950782,904839,61,38.46,28.62,100.98,NA
2024-2025,Feb,31,UTTAR PRADESH,3179,MAHOBA,1012696,238.129465668965,51,263,1723.693415285,4589,1,8446,1336138,307193,27135,1468,102,218.62386,5124.055555285,25734,35383,52586,94947,2859,84508,144797,13035,3181.73828,490190,54,38.78,33.39,100.29,NA
2024-2025,Dec,31,UTTAR PRADESH,3112,SAHARANPUR,1409357,241.362475365495,28,122,1718.856905801,10615,3,16066,1460350,656385,73374,3049,286,246.63504,5490.228854801,50464,59062,96464,141892,619,162386,223891,26681,3524.736909,578963,28,60.78,11.04,100.74,NA
2024-2025,Dec,31,UTTAR PRADESH,3117,BULANDSHAHR,411901,235.64686703237,32,70,613.383272781,1449,13,10239,557647,116774,10337,335,44,55.79923,1983.260187381,17329,18215,43566,49917,539,78781,88957,11688,1314.0776846,206352,16,60.94,16.31,100.18,NA
2024-2025,Dec,31,UTTAR PRADESH,3120,AGRA,2498571,237.817362873107,45,182,4214.007586607,10684,0,14859,3572968,1018510,53803,14232,781,460.3509,13171.496760507,77693,96433,126055,176907,3270,175754,238130,25543,8497.1382739,1420844,38,59.74,15.61,100.75,NA
2024-2025,Dec,31,UTTAR PRADESH,3122,ETAH,2127076,234.924582668462,42,128,3066.951705194,4431,8,12113,1959653,364372,22683,1084,52,357.30595,8027.964287194,45967,50251,88415,110414,1439,137411,168199,16544,4603.706632,675349,20,62.23,9.16,100.9,NA
2024-2025,Dec,31,UTTAR PRADESH,3123,MAINPURI,3394336,237.190696352511,52,176,4051.172583991,11540,0,15182,4046126,1052900,45660,7266,311,303.9801,13952.187118691,77739,89289,128826,167946,3790,193991,244848,26722,9597.0344347,1383430,29,62.47,9.38,100.11,NA
2024-2025,Dec,31,UTTAR PRADESH,3124,BUDAUN,3510277,238.650843569625,41,614,2688.342248272,25605,2,19630,3441269,593560,36804,3735,170,461.68991,11362.649656272,81968,89580,146827,179194,2572,224446,269343,45235,8212.617498,948206,53,46.78,16.14,100.12,NA
2024-2025,Dec,31,UTTAR PRADESH,3128,KHERI,5965645,238.825562909845,38,753,7392.14524890401,26823,0,30289,5380080,1908824,161746,82965,7631,815.98781,21057.139403904,139625,166798,290897,422833,4306,461269,633366,57112,12849.006345,1586476,46,44.91,18.38,100,NA
2024-2025,Dec,31,UTTAR PRADESH,3135,ETAWAH,2581209,240.507298281298,37,236,2246.132505618,5248,2,10582,1474950,505691,39334,1353,140,510.19615,6303.691051618,39548,43226,85482,105929,1262,128731,153622,15830,3547.362396,427708,34,56.47,10.27,100.03,NA
2024-2025,Dec,31,UTTAR PRADESH,3138,JALAUN,5818110,233.740522657322,52,651,8435.433456081,11303,1,19879,6630042,1867841,86478,1295,48,357.87211,24290.400389281,125122,162083,181019,266439,6505,220884,318051,31182,15497.0948232,2504812,43,47.88,35.48,100.49,NA
2024-2025,Dec,31,UTTAR PRADESH,3140,LALITPUR,3417451,236.506440241236,45,283,4841.88421667001,20637,0,16366,3696964,824280,60237,197472,17867,245.73074,13831.17291007,80377,112697,138892,233274,7488,183704,297758,37003,8743.5579534,1545803,59,45.02,21.45,99.99,NA
2024-2025,Dec,31,UTTAR PRADESH,3147,GONDA,4623002,240.824463551656,41,211,3606.426956232,14794,2,22360,3337367,838198,56313,3993,250,536.83588,12180.459010732,80696,85098,171817,214061,2241,304953,365471,37154,8037.1961745,1450252,40,36.45,29.24,100.46,NA
2024-2025,Dec,31,UTTAR PRADESH,3154,GORAKHPUR,5325835,239.918289026632,48,198,7076.859483989,17200,1,25713,5868262,2036109,88225,7440,322,942.34415,22098.237419989,121564,131050,204988,252601,6431,333022,396862,42913,14079.033786,2874076,29,43.99,26.07,99.92,NA
2024-2025,Dec,31,UTTAR PRADESH,3155,DEORIA,3855022,239.410414297664,43,190,3944.270175546,8135,17,19425,2948146,681452,39331,106609,5757,501.72019,11504.158918246,68556,72209,133617,158018,2010,206577,239118,27560,7058.1685527,1214834,17,57.75,19.59,99.97,NA
2024-2025,Dec,31,UTTAR PRADESH,3159,BALLIA,3998480,237.333700429475,38,234,3960.912534866,16938,8,17676,2717971,550111,47384,97773,7790,986.95962,11398.533305766,70525,77703,163375,204450,1291,277695,334402,34614,6450.6611509,1248851,42,52.65,15.65,100.31,NA
2024-2025,Dec,31,UTTAR PRADESH,3170,KAUSHAMBI,1672286,237.910316886224,37,215,2736.962405402,7755,3,12014,1444651,597333,56695,1115,73,304.86818,6478.804357402,38483,44641,87459,121139,1228,134305,178396,19769,3436.973772,718293,57,38.74,27.79,101.01,NA
2024-2025,Dec,31,UTTAR PRADESH,3173,SANT RAVIDAS NAGAR,1472363,240.541868515637,39,76,1897.660487045,7897,0,10138,1373882,513425,38941,5284,322,256.85257,5459.274491045,34362,40196,71237,97235,1517,108161,141969,18035,3304.761434,738547,57,42.56,31.26,100.22,NA
2024-2025,Dec,31,UTTAR PRADESH,3177,CHITRAKOOT,1595989,238.210343582498,38,304,2429.750172112,10907,5,12062,1462298,561423,66692,570,32,352.7589,6265.854162112,37723,49219,92846,152078,1457,135441,215245,22969,3483.34509,688678,72,51.61,9.55,99.98,NA
2024-2025,Dec,31,UTTAR PRADESH,3178,AMBEDKAR NAGAR,3501295,241.60182547645,38,215,5217.41167826,34328,2,19242,2953355,1033624,83001,7142,475,726.12728,13078.89855106,76810,85423,160835,214482,1835,243652,313126,53570,7135.3595928,1458832,52,43.25,27.54,100.02,NA
2024-2025,Dec,31,UTTAR PRADESH,3180,KASHGANJ,2015457,237.006674867892,31,361,2753.265109607,4959,0,8326,1498963,331135,28186,1364,86,167.52438,6473.431853407,47514,54240,87724,122893,217,113027,153318,13285,3552.6423638,389354,18,64.95,7.61,100.54,NA
2024-2025,Dec,31,UTTAR PRADESH,3181,AMETHI,3885360,241.093867841563,41,173,4288.967207419,20722,0,16466,2648291,748416,62609,107,5,386.43043,11060.264841019,63932,72011,146990,201429,1940,221856,290278,37188,6384.8672036,1095674,52,37.15,24.21,100.28,NA
2024-2025,Dec,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,1436669,236.235026393363,40,22,717.04516525,2804,11,7731,672707,183514,12459,1042,83,57.96446,2364.17918425,16586,18229,37314,43617,381,77578,88081,10535,1589.169559,250468,14,56.2,16.39,100.04,NA
2024-2025,Dec,31,UTTAR PRADESH,3122,ETAH,2127076,234.033253988273,42,127,3066.951705194,4414,8,12112,1942570,361900,22658,1084,52,357.30595,7970.517437194,45705,49962,88294,110230,1350,137397,168154,16526,4546.259782,668549,20,62.08,9.14,100.91,NA
2024-2025,Dec,31,UTTAR PRADESH,3124,BUDAUN,3510277,238.541395866725,41,614,2687.603298272,25599,2,19576,3427161,591354,36790,3735,170,461.68991,11324.490896272,81776,89371,146742,179108,2557,224339,269229,45175,8175.197688,945254,53,46.72,16.21,100.12,NA
2024-2025,Dec,31,UTTAR PRADESH,3130,HARDOI,5813006,240.452421476398,45,631,8552.709136695,30089,10,32733,6651376,2114788,107407,6624,450,881.27896,25427.382750195,147140,161957,252101,315261,7679,417755,503234,62822,15993.3946535,2339647,42,43.65,21.42,100.85,NA
2024-2025,Dec,31,UTTAR PRADESH,3131,UNNAO,3139722,239.829776939371,42,263,3959.331532675,13149,1,20568,2592748,915156,70412,4264,352,293.95613,10471.469407675,61637,67593,143263,184830,2527,245380,301028,33717,6218.181745,877975,40,54.95,15.73,101.05,NA
2024-2025,Dec,31,UTTAR PRADESH,3132,LUCKNOW,1474360,238.487288123512,33,120,1502.033050747,4535,4,10994,701470,450270,59966,2081,262,316.75313,3491.702960747,20882,23590,63963,92683,642,128095,189337,15529,1672.91678,212698,20,51.8,10.8,100.79,NA
2024-2025,Dec,31,UTTAR PRADESH,3141,HAMIRPUR,2450885,237.01143380837,50,166,4336.46423634,12288,0,12872,3431665,659114,43715,1210,48,321.98762,12791.89027634,68277,93043,117499,190290,3751,167200,267842,25160,8133.43842,1428115,61,40.08,31.56,101,NA
2024-2025,Dec,31,UTTAR PRADESH,3150,SULTANPUR,4970783,237.768446457835,45,517,10356.492175208,30207,2,21165,5393777,1250828,69558,12122,509,607.09166,23788.283613508,117485,124815,213484,249089,3118,298311,343211,51372,12824.6997783,2698624,58,30.34,17.44,100.13,NA
2024-2025,Dec,31,UTTAR PRADESH,3155,DEORIA,3855022,239.48964588632,42,191,3942.517435546,8035,18,19417,2919345,674594,39293,105906,5756,501.72019,11435.766628246,68230,71832,133555,157881,1975,206550,238996,27452,6991.5290027,1203785,17,57.43,19.75,99.98,NA
2024-2025,Dec,31,UTTAR PRADESH,3156,MAU,3237386,236.6054645086,39,435,4396.283862952,17575,14,13473,3303265,1145781,72897,47388,2771,571.97404,12783.963400152,84334,94634,155497,200277,2045,246301,304223,31048,7815.7054972,1727109,31,42.91,24.85,100.05,NA
2024-2025,Dec,31,UTTAR PRADESH,3167,AMROHA,2180913,238.015002434901,37,131,3547.74533323401,12355,0,14367,2542198,641398,42233,1588,73,226.72667,9825.28463483401,67081,79221,109785,153166,2292,146229,198516,26722,6050.8126316,684810,29,61.68,31.09,99.94,NA
2024-2025,Dec,31,UTTAR PRADESH,3169,AURAIYA,1632740,237.008191967741,43,219,2532.33231998,4733,0,12274,2325672,965469,43890,10270,344,346.17709,8390.54256828,53065,58602,81070,102129,1483,129030,156257,17007,5512.0331583,676095,25,59.09,4.89,99.92,NA
2024-2025,Dec,31,UTTAR PRADESH,3175,BALRAMPUR,2869063,239.87551962011,36,113,5299.270139307,11387,0,17457,2593385,668215,40283,57362,3086,597.09878,12117.264663807,71637,77256,132059,158198,947,177551,208172,28844,6220.8957445,1121819,33,50.16,23.84,103.35,NA
2024-2025,Dec,31,UTTAR PRADESH,3176,SHRAVASTI,2137480,234.372640372091,46,227,2021.252582104,6836,1,8663,2079491,555556,33665,11662,1113,280.81672,7175.827265104,44421,52782,81870,116524,1861,119603,162352,15499,4873.757963,883171,41,57.3,13.38,100.8,NA
2024-2025,Dec,31,UTTAR PRADESH,3183,SHAMLI,243995,237.364390323152,42,45,255.95302315,1578,0,4352,338540,48806,3953,328,50,5.64618,1065.17261015,7891,9083,18652,23531,188,44922,53387,5930,803.573407,109231,13,44.85,15.02,99.83,NA
2024-2025,Dec,31,UTTAR PRADESH,3109,BIJNOR,4300601,237.136383164904,28,245,4285.484092051,7573,5,20743,3310679,1234672,119368,26159,1038,526.39802,12662.706550851,116954,141178,195033,279923,1187,258838,357616,28316,7850.8244388,1055906,22,52.82,10.72,100.41,NA
2024-2025,Dec,31,UTTAR PRADESH,3112,SAHARANPUR,1409357,241.28511141081,28,121,1703.536265801,10066,3,16348,1439223,647682,73348,3017,286,246.63504,5422.802124801,50269,58794,96392,141766,606,162303,223744,26414,3472.630819,569635,28,60.8,11.13,100.75,NA
2024-2025,Dec,31,UTTAR PRADESH,3115,MEERUT,662181,238.430847217475,47,51,617.511828485,3176,15,5750,643660,295296,13012,6047,148,0.57085,2152.766669685,13645,14848,25146,29533,763,47809,55186,8926,1534.6839912,253852,19,56.44,23.18,112.24,NA
2024-2025,Dec,31,UTTAR PRADESH,3127,SHAHJAHANPUR,3552006,238.236812964947,35,916,3323.544087471,19563,3,18643,3055994,852728,75448,841,85,895.91372,11499.960517471,86046,99435,180270,250052,2320,296452,387379,38206,7280.50271,728648,53,55.47,8.7,99.97,NA
2024-2025,Dec,31,UTTAR PRADESH,3129,SITAPUR,7541745,239.006876391547,39,865,13227.302713307,33767,11,41399,6381837,2373622,217926,5157,391,744.97,29225.301983407,163625,196262,370695,535400,4692,578555,800257,75166,15253.0292701,2060043,52,43.7,15.84,100.45,NA
2024-2025,Dec,31,UTTAR PRADESH,3136,KANPUR DEHAT,2341493,240.013185174908,37,210,2230.940221111,9062,0,14951,1585690,605695,51516,1807,129,410.55816,6447.363457111,42362,48452,90134,121569,783,150607,195001,24013,3805.865076,527140,46,51.47,11.9,100.58,NA
2024-2025,Dec,31,UTTAR PRADESH,3139,JHANSI,3417451,241.507183441066,52,732,4370.466492307,11482,0,17887,3145299,972298,64065,27164,1558,385.88594,12352.475458007,59477,79113,117474,186398,3952,171563,263111,29369,7596.1230257,1196222,52,47.62,25.62,100.09,NA
2024-2025,Dec,31,UTTAR PRADESH,3156,MAU,3237386,236.965047620857,38,434,4387.427002952,15712,14,13400,3263276,1132706,72859,46853,2766,571.97404,12692.224570352,84019,94255,155399,200162,1941,246293,304205,29112,7732.8235274,1705286,31,42.72,25.04,100.05,NA
2024-2025,Dec,31,UTTAR PRADESH,3158,JAUNPUR,7425300,239.54928832447,46,1074,10667.588485961,50695,20,37723,8570549,2913464,140175,625,21,1290.43585,32488.713470961,182840,189202,314435,382639,4324,452913,539221,88418,20530.689135,4536764,57,34.02,26.67,100.19,NA
2024-2025,Dec,31,UTTAR PRADESH,3161,VARANASI,1349300,239.712027990994,32,228,3298.300386463,9830,0,11856,1371584,485604,49613,9053,941,123.9638,6710.116008463,42490,51451,87521,134865,1304,144594,207727,21686,3287.851822,691600,46,39.17,13.39,100.32,NA
2024-2025,Dec,31,UTTAR PRADESH,3162,MIRZAPUR,4158403,238.168666243881,40,460,3730.384000925,12341,0,21873,3193110,1330103,110757,39408,2870,583.97326,11919.344759625,78954,98386,166814,251593,2663,266134,382405,34214,7604.9874987,1608839,46,45.72,26.92,100.59,NA
2024-2025,Dec,31,UTTAR PRADESH,3167,AMROHA,2180913,238.681662369184,37,131,3545.32845323401,11228,0,14516,2524734,637617,42224,1587,73,226.72667,9798.13220483401,66935,79034,109724,153097,2173,146213,198494,25744,6026.0770816,679942,29,61.9,31.04,99.93,NA
2024-2025,Dec,31,UTTAR PRADESH,3169,AURAIYA,1632740,237.597311115073,43,215,2531.80981998,4697,0,12253,2288298,952149,43770,10182,341,346.17709,8314.92142828,52548,58000,80789,101784,1443,128810,155988,16950,5436.9345183,662943,25,58.92,4.96,99.92,NA
