fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2022-2023,April,31,UTTAR PRADESH,3136,KANPUR DEHAT,105307,164.917180412941,11,19,0,933,143,24965,99433,40599,55777,124,133,0,163.9821,8552,9290,98616,131471,0,161827,384426,25898,163.9821,28049,42,45.94,44.88,103.64,NA
2022-2023,April,31,UTTAR PRADESH,3142,BANDA,297691,124.585172127748,17,14,0.3003,2729,8,29174,289320,89000,68863,154,23,0,360.75012,16847,20644,150328,248326,0,270078,553488,31903,360.44982,154573,68,54.5,19.95,101,NA
2022-2023,April,31,UTTAR PRADESH,3143,FATEHPUR,428837,128.562938790163,19,36,14.7500364,3511,105,27189,417825,172097,87590,86,76,0.67576,552.5938954,21975,23586,166981,211582,0,281809,483218,30700,537.168099,221537,62,64.66,42.78,100.24,NA
2022-2023,April,31,UTTAR PRADESH,3151,SIDDHARTH NAGAR,492825,82.3344606808402,16,42,0.30445,2894,226,33255,1114711,259044,79939,42,15,0,918.09574,67278,71760,283732,335350,0,390575,602860,36149,917.79129,588306,32,29.27,43.54,100.9,NA
2022-2023,April,31,UTTAR PRADESH,3161,VARANASI,205049,114.626040386826,13,35,0.0114,1040,149,20207,201848,79857,54799,1486,959,0,231.38177,15222,17806,94693,145801,0,179681,318498,21247,231.37037,96274,47,31.44,23.75,101.18,NA
2022-2023,April,31,UTTAR PRADESH,3165,BAGHPAT,551,1104.42408376963,13,0,0,7,192,1442,382,161,2143,0,13,0,4.2189,29,32,5206,6747,0,27094,39426,1449,4.2189,73,9,90.34,94.56,103.8,NA
2022-2023,April,31,UTTAR PRADESH,3166,HATHRAS,190536,85.4989864612562,12,12,0,214,75,8239,187462,62426,26214,187,50,0,160.27811,15087,16419,59520,78443,0,94444,140693,8453,160.27811,29185,12,83.91,83.66,103.89,NA
2022-2023,April,31,UTTAR PRADESH,3167,AMROHA,185261,86.7698758075855,13,16,0,2414,295,9112,179238,45110,43629,54,52,0,155.52459,13212,14483,110982,155794,0,157654,286613,11526,155.52459,36859,15,52.94,52.88,100.48,NA
2022-2023,April,31,UTTAR PRADESH,3172,KUSHI NAGAR,524355,109.425531956375,13,112,0.004,1329,171,38763,512918,141992,83428,2818,1938,0,561.26725,37504,42271,220454,299576,1,413668,638852,40092,561.26325,193788,26,47.8,45.77,102.62,NA
2022-2023,April,31,UTTAR PRADESH,3174,SANT KABEER NAGAR,554761,105.780033725945,18,40,0.08,3296,58,51974,544388,190276,80340,433,208,0,575.93381,29496,32154,182053,219880,0,240781,450259,55270,575.85381,290051,66,52.13,39.3,98.94,NA
2022-2023,April,31,UTTAR PRADESH,3184,SAMBHAL,108713,130.139901217146,13,19,0,2260,305,14580,113380,28998,40159,16,27,0,147.55262,8273,8956,100448,128069,0,179797,296658,16840,147.55262,30680,24,46.27,41.47,102.15,NA
2022-2023,Aug,31,UTTAR PRADESH,3111,RAMPUR,2298836,200.976996213465,35,101,2370.898116978,4191,3,16448,2257737,429399,35816,1327,58,201.27427,7109.704391978,63390,69483,115120,140712,715,174594,257670,20639,4537.532005,454093,21,64.93,70.93,101.97,NA
2022-2023,Aug,31,UTTAR PRADESH,3112,SAHARANPUR,1052954,196.962667474643,21,105,1079.490578014,7058,4,15744,1024782,485884,80785,1809,275,128.27026,3226.198801014,47693,54534,106662,153873,175,167206,246424,22802,2018.437963,373255,27,69.5,83.16,105.02,NA
2022-2023,Aug,31,UTTAR PRADESH,3116,GHAZIABAD,19,465.076056338028,6,0,0,0,144,29,355,96,8,0,0,0,1.65102,54,62,32,40,0,17259,26225,29,1.65102,139,17,45.33,72.03,100,NA
2022-2023,Aug,31,UTTAR PRADESH,3125,BAREILLY,2829855,203.501537512263,29,574,2539.385428755,8149,1,26331,2766482,595083,66720,1716,151,367.12989,8536.348723755,94800,112756,207279,290765,933,286894,456791,34480,5629.833405,534976,34,72.39,82.37,101.45,NA
2022-2023,Aug,31,UTTAR PRADESH,3126,PILIBHIT,2144307,204.925781766985,26,253,1396.955110963,6002,2,12397,2093872,389709,47536,5631,600,270.41456,5958.253236163,79836,96919,163470,244988,810,230268,374142,18399,4290.8835652,372004,21,61.44,73.05,102.01,NA
2022-2023,Aug,31,UTTAR PRADESH,3129,SITAPUR,5710149,200.897321247165,33,395,6793.395556924,23844,3,47444,5571548,2227948,239607,3821,319,694.94383,18681.430070924,166380,206964,391380,569795,3172,667601,1271013,71288,11193.090684,1682830,57,55.45,55.01,107.71,NA
2022-2023,Aug,31,UTTAR PRADESH,3132,LUCKNOW,840673,198.169062742914,28,64,2329.542582257,4269,6,9152,816905,545622,72941,2313,308,138.10571,4086.501274257,28410,32852,80044,112973,324,167533,331866,13421,1618.852982,248452,26,60.45,63.32,100.57,NA
2022-2023,Aug,31,UTTAR PRADESH,3140,LALITPUR,2448187,204.07550606363,35,118,3166.15601863301,8452,0,24549,2583766,667366,62876,196635,18559,212.25899,8651.24854863302,72805,103755,143019,238270,3427,190185,360544,33001,5272.83354,1073758,56,77.88,85.73,100.98,NA
2022-2023,Aug,31,UTTAR PRADESH,3142,BANDA,1607714,196.541468182361,31,31,3995.597576588,12317,2,22854,1557218,438601,68930,768,23,189.84067,7246.017366588,50198,67799,150543,248604,560,270405,551761,35171,3060.57912,728463,67,73.14,59.02,102.21,NA
2022-2023,Aug,31,UTTAR PRADESH,3144,PRATAPGARH,3868612,182.71459313355,35,116,1964.429854455,26408,60,47909,3774789,1593644,105750,11322,499,422.71236,9284.232577455,107409,115895,217545,249320,987,387241,580302,74317,6897.090363,1800737,51,64.16,73.5,108.97,NA
2022-2023,Aug,31,UTTAR PRADESH,3145,PRAYAGRAJ,3965294,194.072223186977,32,206,2987.515498371,27092,4,38842,3869724,1988668,192281,2260,174,547.74736,11045.322256371,119575,148359,278459,394807,1615,473706,787571,65934,7510.059398,1733782,65,71.61,59.2,102.86,NA
2022-2023,Aug,31,UTTAR PRADESH,3147,GONDA,3853115,195.704599613279,37,127,1510.75625956,10268,8,27479,3769643,988580,62420,3823,223,425.0536,9313.17459956,99584,107070,202686,233118,1940,388421,531984,37747,7377.36474,1464125,37,78.96,81.79,103.04,NA
2022-2023,Aug,31,UTTAR PRADESH,3152,MAHARAJGANJ,5279642,214.168393016955,34,481,4710.659777464,8670,1,32599,5220416,1195630,88521,26889,2029,393.39691,16284.537743464,149494,180895,265323,385108,2781,362216,604751,41269,11180.481056,2383327,29,74.56,83.36,100.1,NA
2022-2023,Aug,31,UTTAR PRADESH,3155,DEORIA,2851481,201.303719073689,37,73,2982.162457347,11763,8,26021,2873807,688399,43196,100516,6074,420.60751,9187.850337347,76067,80570,148266,169193,1343,227291,321376,37784,5785.08037,1076433,30,81.09,81,99.99,NA
2022-2023,Aug,31,UTTAR PRADESH,3156,MAU,3238193,201.742791348569,32,280,1635.5052203,12887,8,13937,3201320,1157239,82900,46487,3145,302.84178,8396.7793283,97558,110436,182276,230591,972,269558,375971,26824,6458.432328,1605805,37,71.45,74.59,101.66,NA
2022-2023,Aug,31,UTTAR PRADESH,3173,SANT RAVIDAS NAGAR,1162019,198.667874235897,31,43,843.695595968,5523,15,16011,1138099,478919,40738,3814,355,135.47861,3240.211295968,35874,44578,72260,99074,302,126160,292320,21534,2261.03709,540006,58,80.89,76.35,108.28,NA
2022-2023,Aug,31,UTTAR PRADESH,3177,CHITRAKOOT,1380130,194.575162271986,31,41,2967.563278522,5721,3,15027,1344656,616185,75268,357,24,156.10368,5740.033552522,42232,59086,104989,171763,883,155509,313124,20748,2616.366594,617400,59,71.21,72.39,105.03,NA
2022-2023,Aug,31,UTTAR PRADESH,3181,AMETHI,2783980,194.73703891271,36,83,3119.286337741,9778,0,20949,2739362,847726,69369,410,2,352.76192,8806.600701641,74139,89066,156160,213274,693,257103,416839,30727,5334.5524439,1020751,46,57.73,59.75,103.34,NA
2022-2023,Dec,31,UTTAR PRADESH,3119,MATHURA,2535407,205.27571694984,40,67,3302.002748333,11918,16,12921,2480578,656052,41313,4365,275,209.9618,8603.988822333,61036,76197,97332,133615,1945,154109,245810,24839,5092.024274,916987,8,60.29,64.03,101.68,NA
2022-2023,Dec,31,UTTAR PRADESH,3123,MAINPURI,3136086,205.116006673136,45,104,4274.182910891,14628,3,15080,3078313,822592,47524,6100,315,299.53171,10887.827319391,68138,79487,128382,167493,5512,192553,255918,29708,6314.1126985,1003224,22,61.95,65.65,113.5,NA
2022-2023,Dec,31,UTTAR PRADESH,3124,BUDAUN,3619184,206.500606623756,40,363,3314.130322133,7672,2,22379,3529931,659469,39897,2086,168,575.08109,11178.540340533,86559,95502,153574,185002,4254,248469,389610,30051,7289.3289284,774104,22,70.16,73.86,100.24,NA
2022-2023,Dec,31,UTTAR PRADESH,3125,BAREILLY,4037105,203.996425332253,35,862,4137.276964573,13344,0,24661,3937289,839382,66806,2471,152,679.3423,12848.548079573,110439,133464,207876,291446,4125,288047,427598,38005,8031.928815,756896,34,68.31,80.3,101.6,NA
2022-2023,Dec,31,UTTAR PRADESH,3127,SHAHJAHANPUR,3349478,202.453136190966,33,246,5274.332146164,10667,0,24510,3253182,1008802,81962,839,73,641.46601,12501.967141164,96802,110882,191994,261777,2624,303480,472099,35177,6586.168985,451343,33,49.48,52.33,115.82,NA
2022-2023,Dec,31,UTTAR PRADESH,3128,KHERI,6300432,203.642532051768,39,485,10253.28556309,38953,1,26782,6202622,2412498,179712,85751,7827,686.85377,23571.31582749,157443,190835,325890,459480,9245,546828,819235,65735,12631.1764944,1487413,54,60.97,59.29,101.25,NA
2022-2023,Dec,31,UTTAR PRADESH,3138,JALAUN,6297327,205.153003957315,50,413,9746.635802277,13448,1,23521,6204206,1972588,84718,468,9,362.90995,22837.660732977,123063,173731,160330,242624,5595,246150,465984,36969,12728.1149807,2237126,38,58.28,60.86,107,NA
2022-2023,Dec,31,UTTAR PRADESH,3140,LALITPUR,3636055,205.294603644162,44,144,4771.39502509801,16041,0,18954,3821894,980431,62965,291481,18576,313.01949,12930.556654098,86406,125806,143271,238693,11221,190896,352011,34995,7846.142139,1568350,56,68.26,73.61,100.91,NA
2022-2023,Dec,31,UTTAR PRADESH,3141,HAMIRPUR,3464239,202.299662383531,50,92,5062.98483821101,7937,0,15865,3403270,723163,47340,879,51,262.62124,12210.409798211,67080,97902,119170,195539,6715,172083,325161,23802,6884.80372,1374965,54,66.95,78.21,106.37,NA
2022-2023,Dec,31,UTTAR PRADESH,3143,FATEHPUR,4228847,199.792877037267,43,199,6883.20864292,18972,0,19128,4131455,1610461,88229,1981,78,657.02179,15794.58324092,94944,106532,169156,213952,3910,287206,392574,38100,8254.352808,1639666,55,58.13,74.75,101.26,NA
2022-2023,Dec,31,UTTAR PRADESH,3146,BAHRAICH,8426230,204.078594388722,51,171,17798.426577187,36647,8,43210,8324734,1820039,80369,55417,2114,1117.81771,35905.244420987,160556,190784,261588,331072,20795,440596,627861,79857,16989.0001338,3394198,52,53.62,59.35,100.43,NA
2022-2023,Dec,31,UTTAR PRADESH,3150,SULTANPUR,5806132,202.630515781574,46,180,6466.267101967,24156,5,23827,5677539,1672851,67538,9565,338,581.39919,18552.092851367,122056,138678,183525,218623,11188,287038,424768,47983,11504.4265594,2405277,50,53.57,56.3,101.81,NA
2022-2023,Dec,31,UTTAR PRADESH,3155,DEORIA,3923841,205.215126153063,45,89,5656.38680924,15759,6,24479,3929750,930307,43361,135097,6103,646.65351,14367.48173924,87198,92853,148985,170018,5883,228800,283618,40238,8064.44142,1488334,29,68.31,68.81,99.95,NA
2022-2023,Dec,31,UTTAR PRADESH,3158,JAUNPUR,9968554,204.813501886257,49,272,9425.97140235001,51462,12,38325,9843832,3645034,127662,3179,5,957.09167,30544.56011135,198855,208871,296018,324391,17783,509084,587939,89787,20161.497039,4789885,41,66.74,68.75,100.13,NA
2022-2023,Dec,31,UTTAR PRADESH,3162,MIRZAPUR,4053520,205.805096664107,40,156,6930.357360245,22397,1,23623,3995692,1749697,126001,43789,3110,476.62586,15630.321003245,98126,130180,192912,289949,6412,321253,538250,46020,8223.337783,1882030,58,64.68,60.18,101.49,NA
2022-2023,Dec,31,UTTAR PRADESH,3164,GAUTAM BUDDHA NAGAR,10609,209.479653238144,21,0,0,90,4,191,9805,2880,392,139,18,0,20.53948,458,470,983,1104,0,17005,19601,281,20.53948,1711,9,0.43,91.39,110.89,NA
2022-2023,Dec,31,UTTAR PRADESH,3179,MAHOBA,1077888,201.703402096578,44,23,1933.102072563,5523,1,9875,1048089,293117,31824,1469,113,170.27737,4217.410612563,23754,35831,56567,103533,2362,79677,168931,15398,2114.03117,403158,54,66.42,63.78,101.94,NA
2022-2023,Sep,31,UTTAR PRADESH,3109,BIJNOR,2977780,201.260553470563,24,221,3517.011584192,4354,6,23905,2894228,1153121,121067,8792,692,256.88344,9598.834315692,117882,143282,195938,279891,1603,280606,442485,28259,5824.9392915,796205,27,52.85,62.08,103.03,NA
2022-2023,Sep,31,UTTAR PRADESH,3112,SAHARANPUR,1225060,202.726678216885,23,112,1212.389716607,8156,3,15183,1183816,559613,80859,2251,275,133.89395,3746.194519607,50036,57621,106788,154046,486,167393,246002,23339,2399.910853,430662,26,67.67,82,104.42,NA
2022-2023,Sep,31,UTTAR PRADESH,3118,ALIGARH,2529260,200.364689692362,29,188,2660.621445247,11144,1,21500,2462669,634789,43772,2831,233,123.98517,7718.925715247,84256,94592,137962,167313,883,235390,329550,32644,4934.3191,568253,23,77.82,86.34,102.64,NA
2022-2023,Sep,31,UTTAR PRADESH,3120,AGRA,2766475,200.207698140775,37,128,4254.08962433,7002,0,15586,2719897,814309,52110,12972,791,238.77289,9938.30568983,72767,91616,119333,166383,1803,198777,305537,22588,5445.4431755,923339,26,74.32,79.15,101.43,NA
2022-2023,Sep,31,UTTAR PRADESH,3121,FIROZABAD,2207310,194.246045688514,33,84,2109.514904235,8397,6,14911,2163651,673548,29854,6093,104,147.26346,6459.584874235,63638,70381,86053,95135,715,146914,239835,23308,4202.80651,774669,23,75.66,78.46,100.19,NA
2022-2023,Sep,31,UTTAR PRADESH,3126,PILIBHIT,2305206,209.045223372565,27,259,2363.473719253,6631,1,12130,2231026,414791,47546,5838,600,284.68644,7312.013444453,81900,99654,163510,245039,1486,230460,366281,18761,4663.8532852,393163,21,60.02,71.78,102.01,NA
2022-2023,Sep,31,UTTAR PRADESH,3140,LALITPUR,2696680,204.597036737454,37,120,4282.11176781401,12366,0,20950,2833566,723952,62892,219731,18573,212.25899,10291.762827814,75697,108267,143108,238423,5248,190375,358480,33316,5797.39207,1168805,56,76.62,84.16,100.91,NA
2022-2023,Sep,31,UTTAR PRADESH,3141,HAMIRPUR,2475813,197.146602274508,41,69,3424.373245692,5625,0,16172,2418721,520949,47273,447,51,160.17525,8352.974765692,57748,83517,118827,194999,2838,171491,353391,21797,4768.42627,989257,53,72.88,86.46,104.66,NA
2022-2023,Sep,31,UTTAR PRADESH,3143,FATEHPUR,3074406,199.717542500392,37,148,5298.988262876,14698,0,20569,2982796,1177531,87966,1435,78,408.00038,11664.155511876,80000,89211,168320,213018,1549,284556,460747,35267,5957.166869,1209018,57,67.39,76.02,100.85,NA
2022-2023,Sep,31,UTTAR PRADESH,3146,BAHRAICH,6800554,207.948478155762,46,142,13929.099108262,28280,9,47542,6695015,1476402,80295,44564,2114,655.94094,28507.221853062,145426,171647,260897,330312,11022,438692,672880,75822,13922.1818048,2688926,52,59.73,65.63,100.34,NA
2022-2023,Sep,31,UTTAR PRADESH,3147,GONDA,4187470,207.088011988675,39,131,2332.738670884,12389,8,25877,4069841,1070417,62548,4029,223,454.35039,11215.241878884,102619,110416,203200,233651,3426,389488,530598,38266,8428.152818,1592779,37,78.59,81.51,102.95,NA
2022-2023,Sep,31,UTTAR PRADESH,3150,SULTANPUR,4529360,198.838450803274,41,157,4832.073164512,20219,5,21681,4418109,1327227,67082,7747,335,347.99692,13964.969574912,106120,119596,181691,216611,5417,281806,485692,41900,8784.8994904,1856584,49,60.95,62.52,101.32,NA
2022-2023,Sep,31,UTTAR PRADESH,3154,GORAKHPUR,4269202,208.497793229125,40,126,3943.215112304,17771,53,25985,4161737,1483520,96598,5850,346,410.5465,13030.891417304,103140,112534,223035,274189,4428,357581,528190,43756,8677.129805,1845830,49,72.84,72.59,100.35,NA
2022-2023,Sep,31,UTTAR PRADESH,3156,MAU,3491307,206.105458883611,34,285,2745.052977918,13949,7,13830,3427514,1230208,82904,50470,3145,313.44881,10122.795245918,99271,112639,182295,230617,1723,269685,373540,27779,7064.293458,1718599,37,68.46,71.27,101.59,NA
2022-2023,Sep,31,UTTAR PRADESH,3171,CHANDAULI,3217134,205.326742943146,38,215,2763.728743311,10764,1,22627,3164016,978811,65445,18640,927,302.89502,9563.194762311,82136,110592,132678,200671,1562,217864,413130,33391,6496.570999,1141000,36,75.2,74.58,107.25,NA
2022-2023,Sep,31,UTTAR PRADESH,3179,MAHOBA,807007,197.956297837909,38,17,1682.291053166,3269,1,11050,779847,214609,31748,874,113,114.50996,3340.557263166,20316,30545,56345,103173,1091,79151,194858,14319,1543.75625,305802,52,77.87,75.07,101.07,NA
2022-2023,Sep,31,UTTAR PRADESH,3181,AMETHI,3234200,199.003189653076,40,89,4320.023728957,11838,0,20194,3166893,976115,69438,458,2,363.40387,10985.645681857,79051,95282,156483,213654,1760,257699,413004,32032,6302.2180829,1179316,45,54.91,57.38,103.07,NA
2022-2023,June,31,UTTAR PRADESH,3110,MORADABAD,1261255,153.388085638537,25,95,129.7828,2221,13,13839,1199460,250677,37721,1035,122,78.73057,2048.342102,46531,52997,126844,171784,92,188676,306947,16060,1839.828732,302626,27,75.95,74.87,101.51,NA
2022-2023,June,31,UTTAR PRADESH,3118,ALIGARH,1410023,163.759469991642,20,154,130.46088,3204,7,24730,1381865,367198,43618,1696,233,74.42412,2467.8198,67923,75028,137122,166356,44,233803,340237,27934,2262.9348,310178,19,80.21,85.54,101.21,NA
2022-2023,June,31,UTTAR PRADESH,3120,AGRA,1584301,149.278873670713,25,118,164.93839,2784,3,18136,1567570,476806,51842,8455,789,131.39414,2636.38337,60494,74793,118310,164968,57,196612,306205,20920,2340.05084,531420,26,75.24,75.01,100.5,NA
2022-2023,June,31,UTTAR PRADESH,3122,ETAH,822753,167.819307161426,23,36,81.32405,3316,9,13413,802438,171329,24099,237,37,98.61639,1526.586332,34010,37279,88893,111790,14,159661,242846,16729,1346.645892,220427,30,75.4,73.85,106.03,NA
2022-2023,June,31,UTTAR PRADESH,3130,HARDOI,2230355,161.760068478909,26,107,179.2985,4270,52,46281,2164170,795062,116791,2264,419,190.26792,3870.329294,82533,86919,265993,321184,29,471309,860024,50551,3500.762874,406550,28,56.72,55.9,106.26,NA
2022-2023,June,31,UTTAR PRADESH,3140,LALITPUR,1653310,169.525012952162,28,101,93.69581,2560,0,29685,1750673,462920,62761,136566,18539,124.08868,3185.61312,60694,85399,142595,237603,688,189420,370975,32245,2967.82863,743568,56,84.63,86.19,101.22,NA
2022-2023,June,31,UTTAR PRADESH,3151,SIDDHARTH NAGAR,5215846,166.2104587497,33,126,209.69176,5877,9,33591,5563208,1285760,80098,228,15,217.03075,9673.356048,165387,180906,284747,336457,527,393477,600994,39468,9246.633538,2953430,30,63.85,72.44,103.9,NA
2022-2023,June,31,UTTAR PRADESH,3152,MAHARAJGANJ,4535248,168.542253915063,31,466,297.69097,2749,1,36631,4504908,1033946,88509,23251,2029,228.66599,8119.03044,144520,173767,265274,385048,944,361658,634601,39380,7592.67348,2070751,29,77.12,83.85,100.12,NA
2022-2023,June,31,UTTAR PRADESH,3153,BASTI,5768392,157.10607197342,35,169,243.10553,7935,27,38665,5700799,1475224,103125,457,9,214.14787,9413.55478,159703,181117,297086,375299,1190,477241,742581,46600,8956.30138,2785653,32,83.32,81.88,107.63,NA
2022-2023,June,31,UTTAR PRADESH,3159,BALLIA,2398932,152.165346227251,28,119,38.18389,3065,11,41227,2409198,539038,56046,96060,9253,199.33469,3903.483058,84347,94286,183021,229673,219,367050,544312,44292,3665.964478,1010936,41,76.5,73.58,100.25,NA
2022-2023,June,31,UTTAR PRADESH,3165,BAGHPAT,7913,160.569256062474,13,1,1.3632,15,155,1550,7299,2468,2153,12,13,0.70818,13.79133,545,588,5249,6792,0,27180,39519,1565,11.71995,1490,8,46.67,62.4,151.79,NA
2022-2023,June,31,UTTAR PRADESH,3168,KANNAUJ,679603,150.571720649462,22,88,31.85748,1529,7,14348,659315,213999,42308,16,0,72.86069,1097.46011,29953,32868,90996,116947,18,161639,253488,15877,992.74194,115744,34,78.25,75.39,106.41,NA
2022-2023,June,31,UTTAR PRADESH,3177,CHITRAKOOT,783147,159.492664839424,24,28,46.15761,2467,3,17327,761074,352440,74780,233,23,100.47108,1360.485894,30603,41663,104284,170835,133,154219,315479,19794,1213.857204,349637,60,67.32,64.02,106.32,NA
2022-2023,June,31,UTTAR PRADESH,3181,AMETHI,1744478,154.963130117823,28,71,175.3092,4702,0,23706,1716306,527316,69117,310,2,180.66574,3015.61644,60259,71590,155317,212281,66,255207,419936,28408,2659.6415,645155,48,60.63,56.81,102.24,NA
2022-2023,June,31,UTTAR PRADESH,3182,HAPUR,49268,159.613491456261,15,9,0.1115,16,42,1478,47052,15202,4514,0,4,1.73208,76.94492,3086,3290,9500,10511,0,19782,23943,1494,75.10134,14611,16,33.75,72.36,103.54,NA
2022-2023,Nov,31,UTTAR PRADESH,3116,GHAZIABAD,37,618.514745308311,6,0,0,9,144,20,373,97,8,0,0,0,2.30706,59,67,32,40,0,17259,26225,29,2.30706,144,17,33.49,54.38,100,NA
2022-2023,Nov,31,UTTAR PRADESH,3117,BULANDSHAHR,504601,199.788816919648,23,28,587.654000803,1203,57,8292,489561,87980,10803,461,54,22.44106,1588.183190803,20514,21650,46435,52449,314,77666,131608,9495,978.08813,113130,13,72.01,81.24,105.82,NA
2022-2023,Nov,31,UTTAR PRADESH,3124,BUDAUN,3435857,202.42283642467,39,350,2387.10756906,6507,3,22510,3303102,613510,39799,1832,168,376.19779,9449.53811746,84266,92835,153113,184458,3523,240796,397220,29017,6686.2327584,724015,21,72.13,76.08,100.27,NA
2022-2023,Nov,31,UTTAR PRADESH,3126,PILIBHIT,2660130,202.44360772663,29,303,2363.473719253,10781,1,8979,2580323,483629,47578,6798,602,322.1731,7909.345791453,87312,106797,163638,245199,2899,230944,357928,19760,5223.6989722,446546,20,53.87,64.49,101.8,NA
2022-2023,Nov,31,UTTAR PRADESH,3129,SITAPUR,7748296,206.150652457622,39,471,9178.36991991,28833,3,46029,7568231,3006942,240336,5011,320,766.83006,25547.15756591,190944,240333,393348,572132,9080,672513,1217572,74862,15601.957586,2272887,56,51.96,52.63,109.72,NA
2022-2023,Nov,31,UTTAR PRADESH,3133,RAE BARELI,3609478,204.099375390929,34,206,5873.897677416,18688,1,27153,3512469,1805327,166933,2815,236,425.16318,13467.988147216,103148,123977,227102,341039,3053,339465,568559,45841,7168.92728980001,1419145,36,59.4,71.37,100.78,NA
2022-2023,Nov,31,UTTAR PRADESH,3137,KANPUR NAGAR,1400805,200.097893216794,36,144,620.930417477,5684,0,12031,1364915,598053,41964,16712,1106,175.97353,3528.070106677,37593,44677,69719,97114,1512,118575,255118,17715,2731.1661592,330099,34,79.49,90.17,108.22,NA
2022-2023,Nov,31,UTTAR PRADESH,3140,LALITPUR,3332147,200.905925735308,42,135,4282.11176781401,14849,0,19296,3501287,896820,62957,268712,18575,231.74091,11548.145737814,83136,120379,143239,238642,8706,190723,355690,34145,7034.29306,1436370,56,74.1,80.44,100.84,NA
2022-2023,Nov,31,UTTAR PRADESH,3142,BANDA,2389991,202.03034468874,38,37,4491.896038254,18807,2,18453,2314639,636103,68955,807,23,213.43033,9381.599518254,60061,82568,150702,248796,2706,270688,542139,37260,4676.27315,1064732,68,72.7,60.76,101.72,NA
2022-2023,Nov,31,UTTAR PRADESH,3145,PRAYAGRAJ,5291026,206.849899661362,38,240,4799.830928377,39242,2,31839,5140592,2592878,192570,2975,174,624.63692,16057.777242377,133281,166529,279175,395644,7010,475548,756088,71081,10633.309394,2250373,64,65.45,55.37,103,NA
2022-2023,Nov,31,UTTAR PRADESH,3156,MAU,4012398,202.338669803384,38,296,2745.052977918,15461,7,14843,3924698,1396178,82983,58503,3145,344.33784,11030.572544918,102775,117035,182418,230785,3631,270366,367915,30304,7941.181727,1969160,37,63.97,65.45,101.42,NA
2022-2023,Nov,31,UTTAR PRADESH,3162,MIRZAPUR,3734020,205.484834323791,38,142,5721.123422575,21525,1,22615,3676750,1609527,125903,39068,3091,328.73123,13605.018298575,94431,125068,192648,289635,5157,320712,553303,44140,7555.163646,1728202,57,66.45,62.08,101.54,NA
2022-2023,Nov,31,UTTAR PRADESH,3165,BAGHPAT,50429,199.809035578612,24,1,13.61308662,91,4,1820,48962,16171,2214,23,13,2.06595,113.50953662,2010,2208,5550,7125,8,27582,38806,1911,97.8305,11937,8,44.73,73.04,110.71,NA
2022-2023,Nov,31,UTTAR PRADESH,3173,SANT RAVIDAS NAGAR,1564116,207.607071392446,37,48,1184.831856845,8306,14,13903,1516533,641108,40923,5610,355,168.21801,4501.479614845,40883,51012,72661,99536,1285,127146,252451,22209,3148.429748,726025,57,79.71,74.61,107.31,NA
2022-2023,Nov,31,UTTAR PRADESH,3176,SHRAVASTI,1960937,205.418363179906,41,113,1197.564684543,4558,0,11236,1890446,547639,37281,12600,1158,139.93641,5220.824324543,45756,56965,87866,124359,1375,137002,221030,15794,3883.32323,705711,38,71.71,73.8,103.59,NA
2022-2023,Nov,31,UTTAR PRADESH,3178,AMBEDKAR NAGAR,4058297,203.045135494555,38,113,4521.255828018,22667,0,30150,3925250,1492127,91045,11805,516,342.79058,12834.075589018,101612,119489,167373,223451,4112,283797,456650,52817,7970.029181,1713511,46,72.92,69.95,101.09,NA
2022-2023,Nov,31,UTTAR PRADESH,3179,MAHOBA,976261,201.067794375171,42,20,1682.291053166,4074,1,10447,947940,263332,31809,1223,113,122.20146,3710.494563166,22431,33821,56488,103410,1872,79496,182743,14521,1906.00205,366332,52,74.3,71.94,101.45,NA
2022-2023,Nov,31,UTTAR PRADESH,3181,AMETHI,3865781,204.693315345005,44,96,4320.023728957,13750,0,20142,3799686,1159839,69522,513,2,410.71031,12508.437285057,84710,102419,156926,214216,5205,258722,401356,33892,7777.7032461,1407668,44,49.98,52.29,102.86,NA
2022-2023,Oct,31,UTTAR PRADESH,3110,MORADABAD,2664646,201.85872450511,37,136,2186.731758015,7005,3,12553,2422103,495220,37830,1706,122,220.96341,7296.921390015,64184,74855,127631,172731,1920,189961,299605,19558,4889.226222,623512,28,80.56,83.62,101.25,NA
2022-2023,Oct,31,UTTAR PRADESH,3120,AGRA,3127298,202.435790213863,39,130,4254.08962433,8198,0,14795,2943102,876015,52166,13673,791,268.07281,10480.05422483,74448,93929,119528,166686,2968,199323,303430,22993,5957.8917905,997293,26,73.75,78.53,101.42,NA
