fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2022-2023,Nov,31,UTTAR PRADESH,3123,MAINPURI,2861766,203.743119419573,43,87,3063.926042139,13586,3,15219,2808141,751900,47289,5681,313,221.99022,9007.310333239,64785,74432,127255,166214,3956,189083,265276,28805,5721.3940711,811452,22,66.97,71.61,113.56,NA
2022-2023,Nov,31,UTTAR PRADESH,3125,BAREILLY,3646935,203.016198067297,33,776,3228.625148018,12342,0,24686,3551399,757413,66773,2218,152,411.69314,10850.233516018,105508,126815,207733,291275,3049,287636,441129,37028,7209.915228,683699,34,68.87,80.33,101.54,NA
2022-2023,Nov,31,UTTAR PRADESH,3136,KANPUR DEHAT,1726236,207.449840284575,34,178,1498.711909688,8159,0,20982,1675480,706959,56105,1411,133,262.06298,5236.555473688,48350,56466,99343,132280,1212,163266,352057,29141,3475.780584,447220,41,67.5,75.56,104.31,NA
2022-2023,Nov,31,UTTAR PRADESH,3138,JALAUN,5885729,202.927796507333,48,398,7938.085028082,12249,1,24337,5799924,1854175,84631,444,9,227.7009,19935.443900382,119360,168175,159729,241913,4283,243724,483422,36586,11769.6579723,2096626,38,60.6,63.44,106.89,NA
2022-2023,Nov,31,UTTAR PRADESH,3148,BARABANKI,5436309,202.08821518941,45,170,7720.613284199,14569,0,27944,5325355,2305381,145168,714,49,494.88052,18977.408676199,117382,139797,235800,320109,8454,383144,623247,42513,10761.914872,1767008,36,59.66,61.98,100.72,NA
2022-2023,Nov,31,UTTAR PRADESH,3151,SIDDHARTH NAGAR,8606779,203.014060792192,43,155,9692.914878351,18165,5,24651,8271753,1890608,80321,358,15,504.57272,26990.309262351,188023,206977,285722,337512,6593,396705,584869,42816,16792.821664,4410087,29,56.71,69.08,103.51,NA
2022-2023,Nov,31,UTTAR PRADESH,3159,BALLIA,4578169,205.233519161936,41,161,2573.448649632,19101,8,30007,4461997,952220,56245,177843,9317,458.51455,12189.476667632,108263,122354,184099,230865,5034,369725,534104,49108,9157.513468,1843812,39,73.96,74.39,100.32,NA
2022-2023,Nov,31,UTTAR PRADESH,3160,GHAZIPUR,6675924,206.00687355852,36,214,4969.366266482,19425,0,31821,6409645,1590252,106957,61105,3552,427.53064,18601.206177182,177895,208226,291535,390475,2769,458213,665231,51246,13204.3092707,2651151,48,57.58,55.8,124.61,NA
2022-2023,Nov,31,UTTAR PRADESH,3164,GAUTAM BUDDHA NAGAR,10431,212.113314145613,21,0,0,62,4,211,9381,2693,384,139,18,0,19.89835,445,455,971,1091,0,16979,19783,273,19.89835,1657,9,0.45,93.02,111.36,NA
2022-2023,Nov,31,UTTAR PRADESH,3166,HATHRAS,1280237,201.617612751687,35,32,597.761392112,2586,8,8193,1240181,420592,27018,1024,51,130.57082,3228.755538112,34953,40819,61516,80897,1426,97851,141222,10779,2500.423326,232035,10,82.04,87.3,105.84,NA
2022-2023,Nov,31,UTTAR PRADESH,3168,KANNAUJ,1952807,204.89697370226,32,154,1017.682256561,4782,5,13461,1895372,602741,42509,16,0,195.98502,5097.227144961,58518,66724,91769,117786,2270,163549,231169,18243,3883.5598684,327749,32,82.75,83.62,105.36,NA
2022-2023,Nov,31,UTTAR PRADESH,3169,AURAIYA,1555231,206.618983585111,37,41,1859.977912473,5594,0,12776,1519596,691260,45815,5776,360,172.37704,5172.128762273,40002,44822,82003,103083,1118,159010,224474,18370,3139.7738098,366587,29,58.67,73.29,112.47,NA
2022-2023,Nov,31,UTTAR PRADESH,3177,CHITRAKOOT,1993866,203.850267711312,38,48,3677.568530822,8797,3,13139,1941457,883170,75349,440,25,177.84502,7813.078842822,49885,70646,105167,171991,2697,155955,288314,21936,3957.665292,881216,60,70.1,71.06,104.07,NA
2022-2023,May,31,UTTAR PRADESH,3109,BIJNOR,829721,145.186396587221,12,96,0,1072,61,20331,809194,316508,120629,2663,689,84.89303,1259.73264,63496,72911,194102,277735,33,276510,449072,21403,1174.83961,218663,22,52.82,52.79,102.07,NA
2022-2023,May,31,UTTAR PRADESH,3112,SAHARANPUR,353637,134.108698949383,12,52,0.2462,1901,100,18072,342846,165340,80481,612,270,25.30804,485.34055,27368,30111,106127,153172,2,166131,246289,19973,459.78631,124021,27,70.08,74.93,104.6,NA
2022-2023,May,31,UTTAR PRADESH,3119,MATHURA,568731,110.090957069642,20,21,0,3731,138,17655,557065,154410,41199,971,274,19.75301,633.0312,27180,32539,96907,133112,6,152687,299314,21386,613.27819,203873,8,57.11,57.74,100.23,NA
2022-2023,May,31,UTTAR PRADESH,3129,SITAPUR,1923191,174.222849408189,20,204,0,13044,9,51214,1870613,750027,238448,1420,318,241.31938,3500.35465,92930,111264,388056,565820,29,660356,1295550,64258,3259.03527,569207,59,52.17,43.66,104.14,NA
2022-2023,May,31,UTTAR PRADESH,3133,RAE BARELI,824526,145.613466589091,16,103,0.30705,5520,23,32007,799215,425170,166443,499,235,151.03607,1315.107787,48757,54750,226127,339899,8,337651,592122,37527,1163.764667,351459,40,59.96,64.84,100.32,NA
2022-2023,May,31,UTTAR PRADESH,3136,KANPUR DEHAT,389767,151.314005820518,15,85,0,1869,31,24704,377286,164071,55839,350,133,86.15559,657.04215,23790,26428,98746,131623,0,162177,383505,26573,570.88656,104328,41,65.98,66.78,101.8,NA
2022-2023,May,31,UTTAR PRADESH,3141,HAMIRPUR,544395,142.802134291977,23,22,0,2165,3,16732,529637,103863,46747,33,47,36.77963,793.11257,22180,30887,116710,191786,53,167847,369983,18897,756.33294,219441,54,68.71,77.49,102.12,NA
2022-2023,May,31,UTTAR PRADESH,3149,AYODHYA,834530,140.067681050459,18,50,0,2904,5,19624,815339,338943,92158,1105,360,156.81745,1298.84388,44407,48061,173072,238578,10,255474,402048,22528,1142.02643,362412,40,58.54,51.17,100.34,NA
2022-2023,May,31,UTTAR PRADESH,3156,MAU,1301267,114.391971166839,19,171,0,6012,12,16582,1287684,479580,82748,18316,3130,66.81669,1539.8238,64675,71336,181860,230065,4,268400,385418,22594,1473.00711,649616,41,74.21,67.38,100.36,NA
2022-2023,May,31,UTTAR PRADESH,3161,VARANASI,502301,144.69837708927,16,78,0.0114,1564,32,20766,494790,195660,54875,3492,964,59.02549,774.98999,29175,34792,94964,146135,15,180258,317897,22330,715.9531,249808,45,43.3,42.07,100.91,NA
2022-2023,May,31,UTTAR PRADESH,3164,GAUTAM BUDDHA NAGAR,631,147.071428571429,7,0,0,22,83,164,546,135,353,5,18,0,0.80301,71,71,874,992,0,16816,19658,186,0.80301,113,14,11.14,22.28,144.83,NA
2022-2023,May,31,UTTAR PRADESH,3167,AMROHA,609711,111.350119160027,17,53,0,2799,43,10528,596257,153842,43809,94,52,64.83963,728.77251,34783,39607,111648,156586,16,158452,280498,13327,663.93288,127794,15,80.73,80.81,100.82,NA
2022-2023,May,31,UTTAR PRADESH,3175,BALRAMPUR,1142132,135.444222051226,23,61,7.1712,1324,1,26352,1137125,294879,39360,17845,2851,164.91321,1712.25452,48436,52265,128445,154012,21,209675,326949,27676,1540.17011,420190,44,72.56,70.71,100.68,NA
2022-2023,May,31,UTTAR PRADESH,3176,SHRAVASTI,541598,103.899420886603,20,69,0,2382,13,10368,534783,159245,37151,5265,1157,35.06788,590.70432,25646,30168,87182,123527,4,136045,237850,12750,555.63644,191793,40,79.75,74.99,100.76,NA
2022-2023,May,31,UTTAR PRADESH,3180,KASHGANJ,380801,124.422421747271,15,64,0,700,60,7320,370658,80127,28685,279,72,73.20891,534.39057,23362,25432,88188,123503,1,122390,203011,8020,461.18166,78062,13,44.02,62.52,100.45,NA
2022-2023,May,31,UTTAR PRADESH,3183,SHAMLI,64413,86.4007493597243,17,3,0.238,1026,95,3789,63254,10821,4160,70,28,0.63384,55.52377,3623,4004,20798,25242,0,50480,65156,4815,54.65193,15785,12,76.96,88.2,99.96,NA
2022-2023,Sep,31,UTTAR PRADESH,3124,BUDAUN,2942421,197.137431011799,35,330,2387.10756906,4885,3,23210,2854836,526507,39516,1557,168,344.79006,8359.84797906,80071,87901,152540,183679,2154,238486,417841,28095,5627.95035,629498,20,73.31,77.44,100.32,NA
2022-2023,Sep,31,UTTAR PRADESH,3135,ETAWAH,1823602,201.482467170901,34,66,2035.172695501,7811,0,12580,1772589,657471,45081,1897,126,209.07794,5815.706685501,50686,56769,97558,119306,1683,155684,246776,20391,3571.45605,444975,26,60.92,76.47,100.77,NA
2022-2023,Sep,31,UTTAR PRADESH,3145,PRAYAGRAJ,4527717,201.795715835005,34,215,4799.830928377,33423,3,33959,4382651,2235874,192405,2571,174,571.21902,14215.051906377,125346,156147,278733,395136,3425,474212,773369,67382,8844.001958,1952087,65,71.49,58.78,102.99,NA
2022-2023,Sep,31,UTTAR PRADESH,3149,AYODHYA,3107090,203.777282255069,36,101,2924.796283874,8942,0,18093,3031322,1232199,92635,4214,363,417.44489,9519.386761874,83615,95395,174174,239900,1985,257560,398215,27035,6177.145588,1352999,38,68.58,69.89,100.46,NA
2022-2023,Sep,31,UTTAR PRADESH,3151,SIDDHARTH NAGAR,7535321,210.542335581407,41,142,9692.914878351,12899,5,28560,7574782,1736795,80246,318,15,452.54177,26093.579586351,181195,199135,285373,337130,4629,394869,590688,41459,15948.122938,4029498,29,59.77,73.38,103.08,NA
2022-2023,Sep,31,UTTAR PRADESH,3152,MAHARAJGANJ,5478546,215.280894830659,35,483,5754.087964611,10483,0,31380,5381711,1235605,88538,27598,2030,402.09251,17741.976072611,150499,182209,265386,385186,3709,362449,597506,41863,11585.795598,2452997,29,72.56,81.4,100.1,NA
2022-2023,Sep,31,UTTAR PRADESH,3153,BASTI,8554909,208.677091412429,44,197,5986.713284236,19767,15,30991,8394865,2164670,103407,566,11,419.75602,23924.629414236,187419,213989,298194,376607,4809,479946,722896,50758,17518.16011,4127562,31,79.53,79.66,107.41,NA
2022-2023,Sep,31,UTTAR PRADESH,3163,SONBHADRA,2727593,206.599288799924,31,295,3835.996559485,12985,2,37630,3036417,1010385,90896,868432,88874,324.02217,10433.234656485,97077,131209,194984,299245,2157,267779,583949,50615,6273.215927,1595742,70,90.89,86.25,101.18,NA
2022-2023,Sep,31,UTTAR PRADESH,3173,SANT RAVIDAS NAGAR,1339678,202.946353932593,33,44,1184.831856845,6341,14,15547,1303898,550028,40844,4520,355,144.78509,3975.830396845,38350,47758,72512,99367,610,126546,283159,21888,2646.21345,620805,58,80.75,76.43,107.86,NA
2022-2023,Sep,31,UTTAR PRADESH,3175,BALRAMPUR,3091455,207.833352579285,39,93,2291.419962596,8113,1,22563,3055188,768482,39596,44951,2882,399.23701,9040.356620596,77873,86304,129670,155355,2196,211838,310158,30676,6349.699648,1154538,41,77.45,82.08,100.69,NA
2022-2023,Sep,31,UTTAR PRADESH,3176,SHRAVASTI,1738171,207.131213427996,38,109,1197.564684543,3987,0,11073,1704856,498062,37263,12163,1157,130.3178,4859.171404543,44313,55000,87728,124202,928,136809,229848,15060,3531.28892,633333,38,79.37,83.46,103.34,NA
2022-2023,Sep,31,UTTAR PRADESH,3184,SAMBHAL,1780979,194.393776897719,30,176,1797.919426683,8594,51,11723,1785235,518912,40624,492,27,165.50619,5433.811359683,59135,68287,102651,130522,881,183636,283669,20317,3470.385743,443422,21,73.45,77.88,101.88,NA
2022-2023,March,31,UTTAR PRADESH,3118,ALIGARH,3551866,210.170998228858,36,209,4719.13091365799,16855,1,19183,3433942,854957,43875,3793,233,286.88131,12223.162403658,94907,107462,138630,168025,3882,238339,271942,36038,7217.15018,810425,26,61.8,66.28,104.85,NA
2022-2023,March,31,UTTAR PRADESH,3121,FIROZABAD,3360733,210.129189802877,45,142,4181.342075433,11958,6,15716,3494162,1038684,29980,8659,104,333.31015,11856.906526433,77578,85604,86924,96053,4298,152656,161553,27674,7342.254301,1304450,30,56.79,57.87,100.21,NA
2022-2023,March,31,UTTAR PRADESH,3126,PILIBHIT,3307506,210.010107041415,33,431,4774.800504729,12121,1,18001,3358700,607586,47604,8309,602,695.70922,12524.119189929,100458,125964,163838,245484,4860,233021,335854,30122,7053.6094652,652356,44,50.34,55.67,102.02,NA
2022-2023,March,31,UTTAR PRADESH,3127,SHAHJAHANPUR,3742522,210.33626292712,35,344,7321.648382352,12075,0,35132,3758958,1156575,82028,1119,74,852.37689,16080.477054552,106619,124978,192258,262070,3273,304921,400316,47207,7906.4517822,574762,49,47.92,47.5,120.31,NA
2022-2023,March,31,UTTAR PRADESH,3129,SITAPUR,9784193,211.085348791628,44,695,18375.356606271,39522,3,54510,10040823,3931993,240871,6363,325,1529.7579,41099.820757371,227152,289046,394641,573772,14910,678648,997412,94032,21194.7062511,3040215,62,53.6,53.17,115.12,NA
2022-2023,March,31,UTTAR PRADESH,3131,UNNAO,3880869,211.610860823997,45,205,4113.271495455,9042,1,25087,3902052,1457177,85672,4556,396,780.57042,13151.007742455,85743,96901,174457,219885,6224,271077,331520,34129,8257.165827,1224685,44,68.74,71.14,102.11,NA
2022-2023,March,31,UTTAR PRADESH,3137,KANPUR NAGAR,1682550,204.190653504005,38,188,1163.595878831,6387,0,15498,1643234,704048,41991,19852,1106,298.96594,4817.892062031,42666,50994,69863,97305,2619,119495,162542,21885,3355.3302432,402344,46,72.6,80.12,111.51,NA
2022-2023,March,31,UTTAR PRADESH,3148,BARABANKI,7142469,212.415190378801,51,238,15204.300445304,19518,0,30069,7563132,3249691,145456,991,50,1072.66841,32342.210091704,145622,175668,236517,320944,17862,385365,496918,49587,16065.2412364,2489506,43,54.66,56.1,101.93,NA
2022-2023,March,31,UTTAR PRADESH,3150,SULTANPUR,6506213,209.090937770084,49,242,10077.870894573,25609,5,32336,6672691,1939949,67876,11206,343,812.11537,24841.978450973,136022,154559,184601,219786,13613,294339,337444,57945,13951.9921864,2891569,58,52.64,54.5,104.68,NA
2022-2023,March,31,UTTAR PRADESH,3159,BALLIA,5194447,209.084176158369,42,179,5335.63796129,29292,8,37749,5248005,1111244,56277,206675,9336,923.60165,17231.98763029,122611,138397,184360,231145,7405,373213,463908,67041,10972.748019,2220889,52,58.18,55.59,100.62,NA
2022-2023,March,31,UTTAR PRADESH,3167,AMROHA,3522528,209.223821512072,45,193,2547.16292712,17462,1,9005,3585094,905481,44316,1234,52,430.92798,10478.96157872,78050,95448,114351,159720,8895,162469,227866,26467,7500.8706716,835705,20,63.26,63.68,103.29,NA
2022-2023,March,31,UTTAR PRADESH,3172,KUSHI NAGAR,5685511,212.03318355016,42,358,8291.987097297,22106,1,29038,5597647,1483805,83741,34408,1959,998.47091,21159.327145297,131835,158549,222880,302374,6295,422575,536876,51144,11868.869138,2149074,29,55.62,55.57,107.37,NA
2022-2023,March,31,UTTAR PRADESH,3184,SAMBHAL,2774143,208.08785897296,39,234,3574.67644646,12058,27,11786,2822636,817242,40795,787,34,510.8103,9959.04956546,71027,83346,103625,131632,3698,185968,244575,23844,5873.562819,696350,25,56.14,59.7,103.28,NA
2022-2023,Jan,31,UTTAR PRADESH,3112,SAHARANPUR,1833241,209.018043467718,30,128,1501.340724691,9291,3,16815,1793929,850937,81046,3242,278,267.18226,5518.158281691,58181,68460,107271,154748,2064,168407,238726,26106,3749.635297,653128,27,61.12,70.52,104.39,NA
2022-2023,Jan,31,UTTAR PRADESH,3129,SITAPUR,9112683,210.118568346095,42,569,11344.90138795,33198,3,46646,8930203,3527907,240778,5911,325,1070.58556,31179.50164195,208018,263325,394365,573440,12572,676551,1098948,79844,18764.014694,2684383,57,52.67,53.23,112.53,NA
2022-2023,Jan,31,UTTAR PRADESH,3130,HARDOI,6487682,213.514228779581,43,196,6268.045383898,23373,1,36550,6298945,2184358,117977,8151,423,749.97293,20467.162151898,143474,154437,269448,325026,8017,486143,705660,59923,13449.143838,1193203,27,55.6,59.47,105.88,NA
2022-2023,Jan,31,UTTAR PRADESH,3131,UNNAO,3669695,211.304596748463,44,199,2560.198274166,7361,1,22361,3560408,1344830,85664,4224,396,570.98148,10654.485521166,80006,90094,174407,219811,5461,270444,355500,29722,7523.305767,1106012,36,73.03,76.95,101.15,NA
2022-2023,Jan,31,UTTAR PRADESH,3135,ETAWAH,2520614,209.432489145285,42,88,3072.496699448,9670,0,12995,2468052,907808,45150,2496,126,321.43097,8562.830406448,58375,66049,97781,119553,4583,157241,206237,22665,5168.902737,627221,30,56.03,71.09,101.58,NA
2022-2023,Jan,31,UTTAR PRADESH,3149,AYODHYA,4160213,206.98602536734,43,116,3609.014982532,12412,0,18781,4142886,1653160,92847,5996,363,626.94659,12811.156639432,94686,109160,174782,240601,5027,258712,391154,31193,8575.1950669,1839171,42,63.99,64.1,104.24,NA
2022-2023,Jan,31,UTTAR PRADESH,3151,SIDDHARTH NAGAR,9097947,210.201629724396,47,202,12478.249932821,23179,5,21290,9293780,2126445,80429,500,15,742.45578,32756.382735821,197349,217866,286162,337983,8929,399598,516112,44469,19535.677023,4980023,30,56.8,68.24,103.68,NA
2022-2023,Jan,31,UTTAR PRADESH,3158,JAUNPUR,10239108,208.739205084775,50,274,9425.97140235001,52650,12,37927,10174846,3768051,127681,3190,5,957.09167,31621.95573135,200848,211026,296070,324443,19164,510573,575153,90577,21238.892659,4957827,41,66.21,68.59,100.24,NA
2022-2023,Jan,31,UTTAR PRADESH,3159,BALLIA,4801419,210.959100908203,43,166,3518.825609896,24072,8,31468,4815882,1030790,56269,192487,9333,679.05758,14357.424557896,111566,126151,184294,231073,5949,370864,496499,55540,10159.541368,1991926,43,68.71,68.85,100.46,NA
2022-2023,Jan,31,UTTAR PRADESH,3164,GAUTAM BUDDHA NAGAR,10749,213.020015854142,21,0,0,91,4,193,10092,2973,393,139,18,0,21.49798,463,476,987,1108,0,17019,19619,284,21.49798,1772,10,0.51,90.31,113,NA
2022-2023,Jan,31,UTTAR PRADESH,3166,HATHRAS,1401110,207.699587426996,37,33,926.686439039,2867,8,8489,1378350,464041,27041,1126,51,191.78409,3981.297792339,36424,42752,61573,80963,2334,98037,140117,11356,2862.8272633,262039,12,73.43,77.67,107.64,NA
2022-2023,Jan,31,UTTAR PRADESH,3168,KANNAUJ,2148689,209.602957786988,34,160,1942.640908703,5480,4,13847,2106957,672460,42560,16,0,302.61789,6661.502990003,60636,69403,91972,117993,2896,165109,218840,19327,4416.2441913,367371,33,76.58,76.11,106.52,NA
2022-2023,Jan,31,UTTAR PRADESH,3169,AURAIYA,1826573,213.868023776781,41,45,2564.180106828,6489,0,12836,1804113,819507,45892,6971,360,264.13528,6686.736206628,43513,49004,82172,103297,1793,159845,215381,19325,3858.4208198,438663,28,51.68,64.14,114.23,NA
2022-2023,Jan,31,UTTAR PRADESH,3170,KAUSHAMBI,2065924,207.986769084597,39,106,3930.469018628,9477,45,17737,2020805,978625,67709,1271,76,231.2747,8364.750747628,50790,62187,97873,138008,2024,136965,232799,27214,4203.007029,922559,63,65.87,72.23,101.67,NA
2022-2023,Jan,31,UTTAR PRADESH,3177,CHITRAKOOT,2280076,207.034072002109,41,58,4230.081177667,10988,3,15887,2237990,1031936,75405,482,25,330.57141,9194.054415667,54136,76780,105324,172198,3507,156635,282825,26875,4633.401828,1015482,66,57.97,57.84,106.29,NA
2022-2023,Jan,31,UTTAR PRADESH,3178,AMBEDKAR NAGAR,4434647,209.486742868297,40,122,5890.344484877,26083,0,33640,4375147,1661562,91125,13049,516,531.3595,15587.056930877,107461,127137,167508,223602,5424,285200,410862,59723,9165.352946,1912879,50,68.8,65.71,101.53,NA
2022-2023,Jan,31,UTTAR PRADESH,3180,KASHGANJ,2423655,206.725203988206,42,232,4593.856442043,4555,0,7215,2398472,506611,28953,1557,78,278.49579,9830.598366643,56377,66417,89732,125209,2606,125355,196081,11770,4958.2461346,542162,12,41.44,53.1,103.33,NA
2022-2023,April,31,UTTAR PRADESH,3117,BULANDSHAHR,27085,126.130264562819,11,6,0,354,745,6848,25287,4247,10585,8,52,0,31.89456,2167,2247,45279,51239,0,75284,145680,7202,31.89456,5180,13,32.21,20.1,101.79,NA
2022-2023,April,31,UTTAR PRADESH,3119,MATHURA,139426,71.6022935985307,15,7,0,2843,353,17607,133938,37329,41104,122,274,0,95.90268,8745,10516,96462,132575,0,151987,300984,20450,95.90268,50420,8,17.2,17.35,102.32,NA
2022-2023,April,31,UTTAR PRADESH,3121,FIROZABAD,88052,103.824912923265,12,15,0,808,320,18844,83547,27805,29460,101,101,0,86.7426,6597,7308,84114,93010,0,141367,245147,19652,86.7426,28559,25,35.39,14.08,106.28,NA
2022-2023,April,31,UTTAR PRADESH,3124,BUDAUN,245817,111.259304675806,12,84,0,863,181,21623,236494,42884,39095,120,160,0,263.12158,18204,19147,149642,180539,0,233582,437602,22486,263.12158,50154,19,31.96,29.21,99.85,NA
2022-2023,April,31,UTTAR PRADESH,3131,UNNAO,166959,155.811510156585,11,22,4.908,874,301,19630,156401,60463,84961,70,396,0,248.59876,13527,14362,172344,217441,0,265104,423754,20504,243.69076,50779,35,62.8,50.63,100.32,NA
2022-2023,April,31,UTTAR PRADESH,3144,PRATAPGARH,414603,108.882690518173,19,25,0,3769,167,61402,398689,182354,104470,1149,486,0,434.10331,20945,22627,213466,245088,5,379038,604479,65171,434.10331,214100,55,66.31,38.06,111.36,NA
2022-2023,April,31,UTTAR PRADESH,3153,BASTI,1033208,90.5373854179691,19,43,0.26975,4657,235,37872,1015757,260912,102706,42,9,0,919.90958,53033,58551,295245,373192,0,474012,741705,42529,919.63983,488005,35,49.06,42.9,102.19,NA
2022-2023,April,31,UTTAR PRADESH,3159,BALLIA,413384,76.7738157602235,16,35,0.034,1229,158,38540,413852,100075,55499,19465,9157,0,317.763972,25863,27742,179472,225892,0,360494,546101,39769,317.729972,187412,45,51.45,30.42,99.94,NA
2022-2023,April,31,UTTAR PRADESH,3170,KAUSHAMBI,118056,111.609096178713,15,20,0,2825,104,17522,112135,54487,67553,57,72,0,125.15286,7332,8149,96773,136768,0,132539,317802,20347,125.15286,51054,66,29.2,31.89,99.28,NA
2022-2023,April,31,UTTAR PRADESH,3178,AMBEDKAR NAGAR,348622,96.9125625797006,14,33,0,2541,174,38147,338768,134366,90207,1260,498,0,328.30875,23445,25876,164243,219970,2,276272,493467,40688,328.30875,148495,48,53.64,37.41,102.74,NA
2022-2023,April,31,UTTAR PRADESH,3183,SHAMLI,15276,114.818145510218,15,0,0.238,258,168,4212,15023,2385,4086,14,28,0,17.48713,939,1031,20575,24950,0,50145,64764,4470,17.24913,3487,13,66.03,82.44,99.99,NA
2022-2023,May,31,UTTAR PRADESH,3111,RAMPUR,714114,137.684781997752,19,56,0,918,75,17434,697424,128831,35713,430,58,60.43054,1020.677254,35313,38058,114455,139952,4,173378,264806,18352,960.246714,137218,23,57.46,62.6,104.82,NA
2022-2023,May,31,UTTAR PRADESH,3118,ALIGARH,676023,117.619815437312,13,109,0,2940,69,23447,658638,174267,43488,771,233,39.49985,814.18865,47349,51515,136636,165754,2,233111,341901,26387,774.6888,141229,20,73.57,75.59,100.48,NA
2022-2023,May,31,UTTAR PRADESH,3121,FIROZABAD,537099,74.734714965001,15,48,0,1020,121,19764,527444,160337,29651,965,103,30.37705,424.56082,35018,38091,84730,93669,2,143016,246368,20784,394.18377,185586,24,53.21,46,100.84,NA
